,"tautocorr(signal,0)","tautocorr(signal,1)","tautocorr(signal,2)","tautocorr(signal,3)","tautocorr(signal,4)","tautocorr(signal,5)","tautocorr(signal,6)","tautocorr(signal,7)","tautocorr(signal,8)","tautocorr(signal,9)","tautocorr(signal,10)",tcount(signal),tmean(signal),tstd(signal),tcount(label),tmean(label),tstd(label),"mycorr(signal,label)"
2005-12-01,0.9999999999999998,0.04629015699765986,0.3119971555750991,-0.08113998880408518,0.28507412422766604,-0.0007735060666976149,-0.118241098611264,-0.27877813729812556,-0.28715462453085383,-0.11353572744217828,0.3611167494899597,22,0.0003481782934654656,0.0003078852990902267,22,0.0025104912543033224,0.006653978413077128,0.07798536115131464
2006-01-01,1.0,0.000870848018713963,-0.03417576304763073,0.14724021446135963,0.03852801839065698,0.09747157927164829,-0.19114439868319086,0.32552392814232173,0.1339942130281713,-0.22800009443729033,-0.4149428439579907,16,0.00032980179968360624,0.0010557762257592574,16,0.005574552216564256,0.009544663778259242,-0.0207217848835903
2006-02-01,1.0,-0.5262698206924186,0.35703348796249734,-0.35903301309657815,0.03906288725045768,0.18235423441777845,-0.0909887735417358,0.17650198789062163,-0.5084691321130154,-0.036914061017286746,-0.029170947992683206,17,0.0010948286499438797,0.0015453085432236883,17,0.002476383351652753,0.009838211664707368,-0.25367417754614996
2006-03-01,0.9999999999999999,0.37585195392908205,0.31869031967090705,0.35920631728388047,-0.0487257191283619,0.35067257467085017,0.2849726346815016,-0.020342553023349103,0.10197135318118539,-0.023725007656533657,0.06381839837683566,23,0.0013481337117364264,0.00037822066837109666,23,0.00033234573424515665,0.008625172870177797,-0.07227901897517025
2006-04-01,0.9999999999999999,0.255057031463866,0.10045944400840502,0.16184263164152046,0.2859576819026506,0.5450978458025315,0.1539280170573336,0.09014468583656172,0.24029256564953944,0.439267111106494,0.45152179450753305,20,0.0024169419012461148,0.00036079850425988657,20,0.004985679985702985,0.009542012609435343,-0.4374802493669867
2006-05-01,1.0,-0.29052914868397584,-0.015526947389668144,-0.04836526014239933,-0.1824649893685887,0.4799036418471251,-0.398666220908543,0.038077384837114855,-0.07624275611193708,-0.025371974366576195,0.2146594304794376,18,0.003902398990911383,0.001896494840291433,18,0.008470764625147956,0.020914397372743154,0.11437590353877264
2006-06-01,1.0,-0.7323711317973668,0.6372381676358844,-0.39109323492151593,0.2755511323980513,-0.2036655317330731,0.13681583517282428,-0.1622767607637958,-0.06070945875083067,0.20078977499116135,-0.41822076306991013,22,0.0027839239945791415,0.004067036431147526,22,0.0009392987674899003,0.017463665427638952,0.033253037287384636
2006-07-01,1.0,-0.2884775794726251,0.2784995663632983,0.02784803298656803,0.006037520847806205,-0.14036470669541004,0.29851847736374615,-0.28516610362200295,0.24606451190949166,-0.09957830146428179,-0.0233448812757276,21,0.002314300953617386,0.0023929040591119713,21,-0.0035312109891571042,0.017155793227563915,-0.1807885015415179
2006-08-01,1.0,-0.5666993052121674,0.47745613706759554,-0.37238003458657903,0.14835141216094508,-0.1683016455830548,0.24338970961662101,-0.17519029381220272,0.29148016346139427,-0.11359097153905469,0.157711848828545,23,0.001804733962346452,0.001981851686018675,23,0.001465145091241187,0.012317811916697462,0.26292983205541026
2006-09-01,0.9999999999999998,-0.44553288263208884,0.247583553806369,-0.3822494443854343,0.2528011614880419,-0.10333780669025115,-0.07871358494792546,-0.11703749711006367,-0.08083175679842677,0.17723395544722362,-0.09640938288435627,21,0.0016725224564207478,0.0012347346720147413,21,0.002243509691339739,0.008986228248840275,0.06918973176204474
2006-10-01,1.0,-0.006583921152997675,0.1738446657257055,-0.09083381878964776,0.11322149005004235,0.3917453144217211,-0.24424552696952315,0.25947294411924077,0.15774777253971167,0.29476713777715424,0.37296672769100364,17,0.000618076281795775,0.00049123940424992,17,0.0025110691119000763,0.01133582467138833,-0.14403900059209793
2006-11-01,0.9999999999999998,-0.06140048290673017,-0.00643478908059223,0.3006689005023916,-0.15491267717536275,0.2615775555385296,0.14463952866292998,0.09544482986887629,-0.2196159951334102,-0.08691960906225699,0.041161531780500395,22,0.0012994016235867187,0.0005388006705586008,22,0.007161201402655667,0.011954111045788933,-0.3223792903993704
2006-12-01,1.0,0.19378963238670466,0.37148482723417936,0.18667060224604468,0.08160961364955843,0.06688318403961682,0.01120530997275813,0.21908721025305514,-0.24449597827127417,0.2710202925831384,0.2692991409723229,21,0.003062903829464972,0.0017876648543411946,21,0.008305930866460986,0.017685840561450103,-0.3151173768894434
2007-01-01,0.9999999999999999,0.6371796476711651,0.5371542384928519,0.5474934362642853,0.48353848129484966,0.5328217999575406,0.4853118344324024,0.012290447024965765,0.23176846363922174,0.05417218293734493,-0.038328142367535,20,0.005183712368496785,0.001547225074021425,20,0.007793864525453995,0.028086768996176334,-0.32038399666505457
2007-02-01,1.0,-0.07302612714110349,-0.3424617737450433,-0.13811814913705192,0.055820500109080504,0.19403772768954317,-0.25696777499221374,-0.1861041265424495,-0.13490283779677822,-0.0010313329221291123,0.1852890559601702,15,0.006559890971140154,0.0019747080908001954,15,0.0043080003435197875,0.033345357976217835,-0.17250549423879433
2007-03-01,0.9999999999999998,-0.7175626154767832,0.40098167171006166,-0.22343375682926597,0.09413481169504695,-0.11411640916780885,0.3081501626455409,-0.3621581370850435,0.3262984315672633,-0.19897161547897846,-0.02522654819518567,22,0.006162317055331359,0.002477906649817093,22,0.004051333345038896,0.01360093146796946,-0.07840138126549566
2007-04-01,0.9999999999999998,-0.4025892171762232,0.0728379927884749,-0.13669390113905733,0.2027533058859432,-0.19860886513197948,0.1546391715297393,0.1247186677203957,0.03006324941309024,-0.020352021064484287,0.24309998787443154,21,0.006971283211068652,0.002353649423950478,21,0.01172890995570085,0.018195490908347618,-0.0545429936444674
2007-05-01,1.0,-0.2764917668568187,-0.12504605804837202,-0.18601473076320404,0.1309211146714486,-0.20825153736320376,0.0685315780231874,0.25236394930741823,-0.17887943762747968,0.002135997202585383,-0.29471215767079945,18,0.007577464171651844,0.002567359864083556,18,0.005484418980093105,0.023774295143913507,0.06175183903542039
2007-06-01,1.0,0.41460248795485904,0.30707323142225346,-0.03735201722540688,-0.23926638955980334,-0.14105047457455522,-0.028752362868764647,-0.05980884763932789,-0.15863691143190284,-0.011561195718710353,0.05510119585593726,21,0.00640463714814122,0.0025956168715921715,21,-0.002029246943075037,0.030977013881483554,-0.5631044342838398
2007-07-01,1.0,0.08153590022206353,-0.09023769835993867,-0.021881151556808465,0.025677719208185467,-0.07010686517451166,-0.5868545632205402,0.0023669431196173757,0.34995072083106504,0.010078713883000185,0.002950223446832379,22,0.004220508788578836,0.001801402811008497,22,0.00771685650934694,0.024355081428307425,-0.3192642955976311
2007-08-01,1.0,-0.6730293773690408,0.5833134479696458,-0.4016742171349318,0.44500745638294187,-0.408219424286109,0.448510226045255,-0.20189981123991493,0.3070252976528667,0.24040140477392058,0.1783554577990045,23,0.006089493907655047,0.002770713052178477,23,0.007470888429175106,0.020303194696216748,-0.10109204668769772
2007-09-01,1.0,-0.6570656606659914,0.5964662107931991,-0.5525619498505292,0.6443290286936156,-0.4876692129894981,0.41970893540305654,-0.23603054357979897,0.4300070557147595,-0.3764338277748549,0.5471014821253712,20,0.00442934480447916,0.002252291234580547,20,0.0026114587294804453,0.018469523850522224,-0.1374639056623929
2007-10-01,0.9999999999999998,-0.14212570485278625,0.09910935309877426,-0.09868052202530185,-0.06877450109016986,0.4303052012352214,-0.07517023270056268,-0.08855279420099207,-0.02486118447378326,-0.0089431559368362,-0.06476431585865554,18,0.0035153433150839717,0.0020967513175664293,18,0.0010622054197185725,0.018538452523949603,0.016155424215759624
2007-11-01,1.0,-0.35360625183437633,-0.03935999957799665,0.05474780980855099,0.03064032598938187,0.21880616333155825,-0.44607256649884564,0.42029157214081153,-0.06180467918493937,-0.2518161212750479,0.00947935964554874,22,0.0020899751739832636,0.002522380325558828,22,-0.008316502356226418,0.021593340965488674,0.18796015812755185
2007-12-01,1.0,0.2635103731591531,0.16770588107781295,0.2988020831738205,-0.06540199915106612,-0.1207577567485509,-0.12754816440311442,-0.11335489921054352,-0.04222770740401151,-0.1651434550801138,0.03945624906976579,20,0.002583354392835685,0.0012557536519511375,20,0.005970646542135396,0.01643128440555022,-0.09472970470790487
2008-01-01,0.9999999999999999,0.127755132373177,0.4481991223158222,0.16723317374387586,0.5138868610481975,0.06306449457787142,0.10253450799260498,0.31241995825121993,0.12343201671634037,-0.0411859860707917,0.1013479032270179,22,-0.0003468361149050751,0.0034957623869286904,22,-0.006564646467133423,0.028990255030126255,-0.33836571886849676
2008-02-01,1.0,-0.2548240395072592,0.6511894576578483,-0.34549475966722576,0.20009113985229884,-0.36975476402003726,0.1470380086586683,-0.401948821464496,-0.014700934204435757,-0.196129498443887,-0.03924867727606952,16,-0.0011794969372625414,0.0009860499859261809,16,0.0007282262494249306,0.027948818950312367,-0.11343225739798325
2008-03-01,0.9999999999999999,0.0008630310907193122,-0.007087745339350055,0.341933476958809,0.45228040379168366,-0.22843208533253045,0.250612206058371,0.3407380606395083,0.0171308971381807,0.39874966888389435,0.4330007738873202,21,-0.003080364599946362,0.0017196393092477767,21,-0.009982240496054028,0.028545377282360278,0.044372471500753546
2008-04-01,1.0,-0.268549145778471,0.11868552724540248,0.13043845660258802,-0.00743700234982035,-0.17732388187502154,0.02201544524398815,-0.16014946046777398,-0.13325046301108526,0.05990935516763357,-0.16028015733202827,21,-0.0032616545862390574,0.003014780809849329,21,0.002072187016337972,0.03816709640741821,0.32790989632324624
2008-05-01,1.0,-0.7528569758364854,0.5093605870820559,-0.3452647824988905,0.21130054818023203,0.07765541211761556,-0.23541560307085568,0.3122299716656801,-0.4607944628662634,0.5563201267061485,-0.4054566911036575,20,-0.00307838522909884,0.0049041424497072265,20,-0.00459728264010505,0.023518851635898015,-0.3342101721962864
2008-06-01,0.9999999999999999,-0.24349040542648617,0.1335386758361179,0.25995023132258965,-0.33812078295334347,0.3607557074250508,-0.19683107164560745,0.18080945943333218,-0.22848952038006598,-0.08446240042330752,0.004437565711132123,20,-0.005212330292831764,0.003411659586875883,20,-0.012869120631961845,0.03376530650908023,-0.32098894893486696
2008-07-01,0.9999999999999999,0.17205283409212455,-0.16219093330341453,-0.16393866223740994,-0.11678454402747566,-0.06429004160792663,-0.3298366531883029,-0.13257644322909218,0.6154841232413024,0.11485596514136541,-0.009390229072838449,23,-0.0049164053528148784,0.0008021799997149663,23,0.00020802998150724322,0.024864785781685397,0.10157223220023104
2008-08-01,1.0,-0.16864044767367917,-0.34868555195720147,0.19478382699521785,0.18497474891102128,-0.2638208343195224,0.16252665360235363,-0.07895638637895928,-0.4649392104449556,0.3115116209580666,0.2721306180691583,21,-0.004736470555583752,0.0007740497039315821,21,-0.007595194256802193,0.028923552054823023,-0.27488339992714245
2008-09-01,1.0,0.5125863087654242,0.4998061207557481,0.31748464444763697,0.6480132874638874,0.22541984469078505,-0.2863476970468802,-0.23237052642429168,0.15329936248987752,0.05084280977727817,-0.08480720287927349,19,-0.006338029733405289,0.0030902473824706254,19,-0.003361624318961939,0.03432212928607546,-0.600076906167118
2008-10-01,1.0,0.6212987121876614,0.5759737315615177,0.4148109034640693,0.1975753379710907,0.5168055079005097,0.31929161689930147,0.2366898181339487,0.0805160672814635,-0.15626410429499452,-0.3175556439000807,20,-0.00563198860023036,0.0037878210038019104,20,-0.014954423321550203,0.030043388840791944,0.4959985435490212
2008-11-01,1.0,0.5556796198659409,-0.11992660466124104,-0.36759066246203065,-0.24927381956491612,0.06864017628706828,0.46437100586944974,0.4916449728828394,0.2506231756305021,-0.16588579094608114,-0.6129307302581528,20,-0.0054720424650734276,0.004260233035791647,20,0.004762612772620985,0.03409186675639122,-0.03732123291875828
2008-12-01,1.0,0.6728328348305693,0.31132743425554765,0.01975812252217491,-0.1898167634420222,-0.31985879173526843,-0.27349925220448984,-0.10315670505291709,0.12988189777531522,0.5052594217140708,0.6285762345301867,23,-0.004249667625355874,0.0015226743555965163,23,-0.0002908383286353391,0.02304239308653969,-0.4309443194580371
2009-01-01,1.0,0.09856019790591111,0.08229704888728466,0.09613928708024644,0.11045731353244836,-0.16175732020075387,-0.16578354310444024,-0.03206673319307914,-0.39350651164027717,0.11591802888396598,0.549129491420064,15,-0.0033409807708659803,0.0011557502157634172,15,0.007451476727466386,0.018427118713673595,0.20168524388675885
2009-02-01,0.9999999999999998,0.26781842247250826,0.7930488313493745,0.7029792793176033,0.7395286643461416,0.7479749631588425,0.7228492881650656,0.6514074837485415,0.7610006927235877,0.6454585116151855,0.6178023162760988,20,0.0007496029029717662,0.002052141912133419,20,0.0025839827691071945,0.027746469825574188,-0.3281005640539602
2009-03-01,1.0,-0.06529323345194714,0.31607151251458776,-0.0778570332333529,-0.03758718064087637,0.09718592881325969,-0.3199691619253013,0.20148074010105618,-0.17260064585135168,0.27960710634653674,-0.21381224745457617,22,0.001689996990743691,0.002235778613745094,22,0.0071985051100561855,0.02076727136277558,-0.14473648691456295
2009-04-01,0.9999999999999999,0.12859629336164385,-0.10705259517876937,0.20943538036549464,-0.16223513775185608,-0.18788776248000777,0.14497330144552367,-0.07407166153821908,0.01832434348551225,0.13722562925484671,-0.2785645124539318,21,0.0031239612880535994,0.001583382184165207,21,0.002137625062927603,0.019052335740390808,-0.07941972959989384
2009-05-01,1.0,-0.3366279643371006,0.20315407175930217,-0.11299394437169843,0.05679552098991256,-0.28803684990286416,0.23928386137137597,-0.46835935429758724,0.11053082692125175,0.29565738132708486,-0.09702138842591011,18,0.003167753028236917,0.0015651945823690722,18,0.0028240882342099225,0.014219560715738508,-0.2052044542876605
2009-06-01,0.9999999999999999,-0.35578600121161097,-0.1430054014856552,-0.25610266408246657,-0.44351310214277917,-0.2268234656953308,-0.023018249461977607,-0.09110098825764261,-0.18028592110506808,-0.2701973244898478,-0.10044628629111137,22,0.004488688271150273,0.0009423649434421188,22,0.006249627318264645,0.011817401750678526,0.3750542983582136
2009-07-01,1.0,0.6010754585680166,0.2578234824852702,-0.10593500843972475,-0.37448608553998225,-0.5074194978739675,-0.5305805267616492,-0.4252963319627738,-0.3948302942114051,-0.44587577686312685,-0.30048687483307135,23,0.0020065991819505137,0.0024516014219883105,23,0.00717515958120689,0.017281578946152662,-0.21275007917801073
2009-08-01,1.0,0.10588807153224469,0.3998984625996226,0.16511887182308593,0.10378796926293535,0.15161258287096327,-0.0361485025389515,-0.06153295807975821,-0.3022481131446751,-0.16501844553253023,-0.33607303373835146,21,0.0024610706768050574,0.003356232005406002,21,-0.013203521888081039,0.029665693046941943,-0.4232525222284369
2009-09-01,1.0,0.4621075483784847,0.3427484871877518,0.20599293969876037,0.19431612659652223,-0.018692717698016257,-0.15507356417247037,-0.12277209664034931,0.43802610574055306,-0.16747546541115219,-0.022071750713780463,22,0.0014298679999728092,0.0020736935820501587,22,0.0027201011168234545,0.019924439718604633,0.0383169151020322
2009-10-01,1.0,0.290978611728184,0.1031401312441196,-0.12372199858114356,-0.14346858768023557,-0.16188083189019128,-0.2364294733490577,-0.17576290284391685,-0.2860382094265921,-0.42681733999672855,-0.19247684387972316,16,0.0021820605078385867,0.0015290974048983298,16,0.005483867679832525,0.01849620838133932,-0.3129695305827924
2009-11-01,1.0,0.3531433133281426,0.08007087788458865,0.19435857846121082,-0.2566733156581647,-0.11216137065124812,-0.15898389739229005,-0.03181298158639098,-0.11562374032043786,0.00023717197933932694,0.3962258249020947,21,0.001625676277943607,0.0012709419232237085,21,0.0032445469948751576,0.019175799931235943,-0.3540164095055041
2009-12-01,0.9999999999999998,0.4898745191805621,0.17385318845765363,0.015459202375094445,-0.012180426613986767,-0.21514351498601822,-0.18690695729840165,0.007581789996474647,0.09637843280668441,0.0175561394180722,-0.027840729037843598,23,4.3401046953534756e-05,0.0011128005598956133,23,0.0007853765236567133,0.01452068796503497,-0.004132968156913609
2010-01-01,1.0,-0.0034771149460521215,-0.20697600407985703,0.0686266783990839,-0.5100465554170281,0.012260852699396125,-0.03923843686298587,0.10279495359817013,0.14903929764018436,-0.044906650284559285,0.27020504401927525,20,0.00044562581361626047,0.0013283986302201848,20,-0.005485270115564596,0.013825881077088351,-0.1549195455887921
2010-02-01,0.9999999999999998,0.05276616890853652,-0.10301835453881586,0.48961705158732344,0.05026080507096049,0.003954652206750099,0.17785921169586988,-0.170019499844681,-0.07927435856989473,-0.009722707945596123,-0.018135587453562106,15,2.692657409102074e-05,0.0005713328680269319,15,0.0015934982419462866,0.012300117821846264,-0.32613695177383656
2010-03-01,0.9999999999999999,-0.11503626901193585,0.412075563727185,0.048184899167750886,-0.052741407287017504,-0.07427791022206184,-0.0009534632233398627,-0.05414166470154808,-0.11241456630702129,-0.14095066111769158,-0.08717746083266999,23,0.0005030010412054107,0.0014158312185286787,23,0.0008389825879020997,0.011824838336532579,-0.21933150063431173
2010-04-01,1.0,0.06073639514832102,0.06605407176095858,0.1443627198239645,0.25162317178346033,0.35257383019605865,0.11876911834578445,0.23713632072294646,0.07615690113391659,-0.008129424836580926,0.38976886470968314,21,-0.0009738788479683761,0.001005598771335561,21,-0.004134691512926848,0.01486363447083104,0.020229500038386052
2010-05-01,1.0,-0.3715911420157652,0.18101857913088407,-0.09767674213716396,0.11621732813728611,-0.05357654658928079,0.272812873435819,0.11429301736686973,-0.11376552540391015,-0.028582986547390193,-0.11743819896795948,20,-0.00225443612520525,0.0014371599162799845,20,-0.005039849670453381,0.02265574510869779,-0.30070392315246297
2010-06-01,0.9999999999999999,-0.6093591730836836,0.29007741368968304,0.10032500176355186,-0.4243604581297977,0.45011273081137193,-0.39010409924298844,0.1569390189748207,0.0787097043811008,-0.18033689043982062,0.18950997018822935,19,-0.0025120570712633106,0.0014291290493201358,19,-0.0041483034081413635,0.016332940789434175,0.0509057754649086
2010-07-01,1.0,-0.8361758679772756,0.7506364368359494,-0.6217002995909753,0.5719976512365652,-0.4253320568639538,0.3015930855555723,-0.13138837715452337,0.13667557842849845,-0.194994522204318,0.3260818213354075,22,-0.0017376985380756814,0.0018895219738244225,22,0.005122976993361459,0.012753688247214486,-0.23199458994912944
2010-08-01,0.9999999999999998,0.33122335034164363,-0.1240832099553859,-0.321749116754079,-0.25550212302516206,-0.25156428136446035,-0.06819610513479248,-0.35064121376585733,0.17792827886819673,0.07555178001756857,-0.04099828787210055,22,-0.001198695820908118,0.0005109417038120758,22,0.0005408581740341587,0.013929846232135236,-0.09708468089232976
2010-09-01,1.0,0.6413882534408394,0.5396716151058417,0.4849258048957931,0.5633140449902739,0.5202032238664743,0.403763569331123,0.23811579272011263,-0.2355701109775774,-0.28760919948503494,-0.19944512006064227,19,-0.0010183323150957746,0.0005679934809231131,19,0.000583763674993984,0.011456230876469726,0.05322380681529297
2010-10-01,1.0,-0.2500343623231135,-0.1853587031328272,0.2893285478216606,0.2096994216708759,-0.03217241870840719,0.005181107584931915,0.11943616283564654,0.2501829671208687,0.024842339842892386,0.011815227670023954,16,0.0016612143097095812,0.0013093527297385417,16,0.008810509378565074,0.01599019222581579,-0.27260493323285445
2010-11-01,1.0,0.2773324206059191,0.1954107121564224,0.34941159231569224,0.07659338933374657,0.08898410666439535,-0.1989407550983436,-0.18951384684564881,-0.20802266654231924,-0.20982141743442198,-0.058307639365035066,22,0.0007004312360067954,0.002849833459477889,22,-0.003391184130600072,0.020954321528659003,-0.10072941224083963
2010-12-01,0.9999999999999998,0.6977653639533532,0.6146112456527556,0.48843224507939254,0.39654835237210806,0.22703481647579193,0.056570214245073414,-0.0786582554623806,-0.029708614401512474,-0.11285219894787658,-0.16745461799575231,23,0.0015800259800240956,0.0011281024593203224,23,-0.00012116530482957349,0.012850801573995497,-0.035733960952976866
2011-01-01,1.0,0.20126880998905697,-0.11366925372180338,-0.06940079591511346,-0.029790084358415455,0.18196380922027514,0.17816961744612952,-0.03562516436246565,-0.24669139135406856,-0.3768460036536363,0.025055867203967942,20,9.396503861938496e-05,0.0018105143588659927,20,-0.0008340550896656798,0.01597577639114006,-0.30232265420348436
2011-02-01,1.0,-0.2775291873480138,0.08762245209673579,0.025616646820382803,-0.2996774622369315,-0.15537787082616658,-0.1180308819139627,-0.13582033011634514,-0.34948378674924924,0.05231832468658872,-0.6443835109622297,15,0.0010940727510584146,0.0007594374080460239,15,0.003442778698203346,0.013799388411328242,-0.3489880253833784
2011-03-01,1.0,0.7432832066865213,0.6886703491980556,0.6617273715705326,0.4526312144000122,0.6365679151690495,0.3180015084941093,0.350858816006498,0.38086475189937663,0.2722063123290212,0.4074925211337504,23,3.3629946719193335e-05,0.0008567711831491824,23,-0.00021891048028297824,0.010461055195170913,0.1720109114019113
2011-04-01,1.0,0.3246796838241996,0.36919689761062296,0.4373207686486691,0.4015477323815247,0.10599259422997302,0.1077573326907358,0.1314864799579373,-0.01046413325768051,-0.05782740700646155,-0.19860072948346974,19,-0.00012860261289981511,0.0009099267347149387,19,-0.0005015452107884706,0.009674006646704985,-0.267026829974997
2011-05-01,1.0,-0.14418845882467024,0.14166465770398173,-0.05577692378787302,-0.05080457697410869,0.24095169546184833,0.3692014066267315,0.21431884097849951,-0.018040479363709654,0.18759120274674287,0.07760492406854992,21,-0.00012917886623343888,0.0004560555401691925,21,-0.0029400506926981424,0.010978361114763727,0.12877852212733598
2011-06-01,1.0,-0.08562433981910744,-0.1488927309732364,-0.3034355558416624,-0.0010195195633489961,0.17613230633670307,-0.19350764251608604,-0.00218179157773273,-0.11646419405142704,0.2764866997174324,0.0011842502855982878,21,-0.00028014737436511406,0.001245807226317238,21,0.0006699929717835193,0.011617148480826652,-0.015549047837855667
2011-07-01,1.0,-0.5480030715449904,0.25489579602920975,-0.2591817396483787,0.06773848567284621,-0.0055295586524232755,-0.23843729674102215,0.5267633334272604,-0.4230802708019059,0.3898669237728635,-0.3394345592259394,21,-0.0004927679841804834,0.0009671550778688513,21,-0.0011399981680370853,0.011085643875935783,0.1714814561096952
2011-08-01,1.0,0.04309607788645131,-0.08256545985524656,0.24156243976512912,-0.02469361863740866,0.052890208149031656,0.25904434668995724,0.21767501438329878,0.21142922009580795,-0.010932407897085581,0.03161815207858653,23,-0.001207889122051874,0.0006067686070225921,23,-0.0018727614524956396,0.014035090076318325,-0.5291775409427477
2011-09-01,1.0,-0.282707459962521,-0.10763174638585624,-0.07444603923395114,0.11862771980175772,-0.3645081483749307,-0.23947349942066323,-0.0943146441463575,-0.026038787562199954,-0.06794538087042701,-0.14040008682323524,21,-0.001551115989412905,0.0007678817348932235,21,-0.004660762528063991,0.013720510307040221,-0.14385118409614128
2011-10-01,0.9999999999999998,0.4640907170418087,0.11131735367107165,0.22891789517108238,0.37424783156194047,-0.39483186055777614,-0.24335575850376226,-0.11947696535283872,-0.038180044447805206,-0.36025475199820484,-0.23992084914868053,16,-0.001575018832137125,0.0004980891234559301,16,0.002700044229886743,0.016509216301914056,-0.07990397318491688
2011-11-01,1.0,0.3610067264258825,0.013439011619712981,0.46874366243207805,0.3539435745948291,0.11976768244487215,0.13970010133583652,0.03812415504567655,-0.05465269662462332,-0.13767587164707185,-0.3437344450084948,22,-0.0011620157250711773,0.00047453286756791383,22,-0.003029605967511771,0.013135907296756504,-0.061005404023948384
2011-12-01,1.0,0.6437926129636821,0.426932256236122,0.22245532585468,0.18410283909048372,0.04523468754027952,-0.2561266081877264,-0.4479834054351846,-0.616853285109079,-0.4949230435617632,-0.52207644451756,22,-0.0012415744247587365,0.0012427137630948591,22,-0.003284589869989446,0.012294425050234004,-0.07691679154735317
2012-01-01,1.0,0.2870300998237133,0.20151493832071013,0.19730075572969352,-0.34970394411416267,-0.2915176528957818,-0.5040032565822375,-0.34306714167671243,-0.2992899700886678,-0.13224708343691327,0.3823287263286839,15,-0.0024023011657806673,0.0011389163305280886,15,0.0032860428289967214,0.021152408775800494,0.22245328892645957
2012-02-01,1.0,0.054619505463683875,0.11333195218230724,0.03484006678606103,0.39941048152926123,0.28762473707257813,0.1299568607070287,0.23743636614269392,0.4526963553754577,0.2898260534352032,0.10811867498901621,21,-0.0014988483371963335,0.001026165943629528,21,0.003174533020219172,0.011050952320989389,0.3241971781938157
2012-03-01,1.0,0.22232384873925423,-0.3497008310541116,0.1132740368710841,0.1339366296920079,0.12467696979199726,0.44047395070923073,0.24662560818504875,-0.13606428891460962,0.209515026464977,0.5339248579849746,22,0.0006395923947884305,0.0011011303637784187,22,-0.0032032148086499138,0.012413679387372726,0.12289675707500496
2012-04-01,1.0,0.07982914421971599,-0.33100850373669716,-0.5449694329348868,-0.07805383734218542,-0.07686940178597168,-0.10513910599446094,-0.12918103557164698,-0.4704144227762849,-0.6003946174127163,-0.04271849328401067,17,-0.0008853862633384177,0.0008665184324924265,17,0.003966863292648798,0.010394901169311927,0.2191381916010742
