,count,mean,std,min,5%,50%,95%,max,WinRate,TradeCount,MaxDdAmp,MaxDdRecBars,MaxDdStart,LongDdRecBars,LongDdStart,MaxDdEnd,AnnStd,AnnSharpe
gain_whole_market_1,5223.0,0.002399536773945737,0.06622243023918571,-0.5947965191392242,-0.09673775563492097,0.0,0.09934284248440588,0.7085077286388672,0.5312690108285679,16438.0,-4.97704362358289,1729,2018-10-18,1729,2018-10-18,False,1.0470685587371795,0.5729177793380852
gain_whole_market_2,5223.0,0.0020032535019823606,0.04886213242166081,-0.5947965191392242,-0.052469280050031715,0.0,0.06586378170349518,0.7085077286388672,0.5478786286615001,7613.0,-2.472754369346955,1728,2018-10-19,1728,2018-10-19,False,0.7725781489260353,0.648236526222976
gain_000905.SH_1,5223.0,0.00030191898636194875,0.01325952767235812,-0.0941502407650256,-0.01954063226506067,0.0,0.019714878458780595,0.10041548293208,0.5424339471577262,2498.0,-0.8317843124769251,1636,2019-03-07,1636,2019-03-07,False,0.20965154071341258,0.36002476458623195
gain_000905.SH_2,5223.0,5.9251928187182644e-05,0.009426383682352222,-0.0941502407650256,-0.00953676202156629,0.0,0.011665399401446244,0.0990403007785563,0.5460122699386503,1141.0,-0.601603766538339,2460,2015-10-21,2460,2015-10-21,False,0.14904421267439086,0.0993864960000615
