,whole_market,000016.SH,000300.SH,000510.SH,000688.SH,000852.SH,000905.SH,399006.SZ,932000.CSI
2009-03-01,-7.523873852573047,-6.92381794297043,-6.270491484053894,-6.520335955774508,,-6.459136324395769,-8.320454372903487,,
2009-04-01,-7.499718267752045,-6.8123824996544196,-6.349911213653788,-6.499426883969043,,-6.413233957665893,-8.298503601049939,,
2009-05-01,-7.676561294696803,-6.923286344474898,-6.555115667941448,-6.579053502412643,,-6.632504178945446,-8.567713596942436,,
2009-06-01,-7.51438458711767,-6.667168468505738,-6.1800613695832345,-6.112796935242855,,-6.768500922463228,-8.718262057026147,,
2009-07-01,-7.690225220721616,-6.954333315107118,-6.392811448761245,-6.339111399831161,,-6.788855307924946,-8.850881449216464,,
2009-08-01,-8.023242099793958,-7.04212977942217,-6.816063970989682,-6.682168294795319,,-7.163291354926603,-9.287423916068867,,
2009-09-01,-7.995960230477761,-7.104585611423339,-6.77774705588765,-6.703056024696429,,-6.980391363896164,-9.288887913718074,,
2009-10-01,-8.24605553273514,-7.290806443351017,-7.0907165864704425,-7.097696493566172,,-7.155756893146391,-9.470168064374528,,
2009-11-01,-8.607392136662204,-7.585226075047781,-7.444732995975946,-7.484843964425731,,-7.518294362635152,-9.878730102459263,,
2009-12-01,-8.591782204280008,-7.707248025170259,-7.44886596413286,-7.464447661625201,,-7.382914257504091,-9.830301930200488,,
2010-01-01,-8.57651073345393,-7.821882974499188,-7.603785509721653,-7.52306627156262,,-7.077734058727291,-9.730951669991748,,
2010-02-01,-8.758619483143145,-7.977110708853681,-7.929922461495489,-7.7688155742622635,,-7.181988321288306,-9.810127167048837,,
2010-03-01,-8.93020915850024,-7.939514421923709,-8.149253962129801,-7.88664707412665,,-7.4691223777910345,-10.081374773762857,,
2010-04-01,-8.880836736791325,-8.229863515884086,-8.129024462091415,-7.9439224808051065,,-7.199325345301789,-9.776914697107085,,
2010-05-01,-8.984590174027096,-8.228881756303833,-8.429728385243878,-7.802452415724208,,-7.343622538185871,-9.99313259191054,,
2010-06-01,-8.890896590140551,-8.117546706231678,-8.37882260977897,-7.662235831288393,,-7.301437979041267,-9.8693066415953,,
2010-07-01,-9.072699087741245,-8.43367303322847,-8.6108171997281,-7.8455259997806825,,-7.400463975153236,-9.947882048048587,,
2010-08-01,-9.21103481818468,-8.525206301138292,-8.70790188062043,-8.085313447799583,,-7.6380285890512,-9.973590689546745,,
