lag,mean
0,1.0
1,0.007653270350069894
2,0.14730869803500066
3,0.005163692654678466
4,0.05819547555121764
5,0.000981217199457318
6,0.00023319058292131355
7,-0.008050228265996419
8,0.00946015154886517
9,-0.008593985035593334
10,0.002169401259749029
