date_key,whole_market_label,000852.SH_label
2004-10-25,0.0,0.0
2004-10-26,0.0117946052099577,0.0
2004-10-27,0.0220588026844398,0.0
2004-10-28,0.0198663406852309,0.0
2004-10-29,0.0061390072084325994,0.0
2004-11-01,-0.003002117517391,0.0
2004-11-02,-0.0036743240934257,0.0
2004-11-03,0.014046754480073798,0.0
2004-11-04,-0.005006725173043503,0.0
2004-11-05,-0.0033222651876808032,0.0
2004-11-08,-0.0009099997457028032,0.0
2004-11-09,-0.0006439007568789032,0.0
2004-11-10,0.0377566914450248,0.0
2004-11-11,0.033679923453222994,0.0
2004-11-12,0.03822075176293859,0.0
2004-11-15,0.04804071902971439,0.0
2004-11-16,0.04775405655273019,0.0
2004-11-17,0.03604163940539859,0.0
2004-11-18,0.04129769055983269,0.0
2004-11-19,0.048147005628325794,0.0
2004-11-22,0.046879075441664496,0.0
2004-11-23,0.033024531592861193,0.0
2004-11-24,0.028356394705624295,0.0
2004-11-25,0.030223409281834295,0.0
2004-11-26,0.028314969487496795,0.0
2004-11-29,0.017269844189435793,0.0
2004-11-30,0.017326710190391018,0.0
2004-12-01,0.012880041779932919,0.0
2004-12-02,0.008002271617721417,0.0
2004-12-03,0.008495883363384917,0.0
2004-12-06,0.012442829069934117,0.0
2004-12-07,0.004774257641362717,0.0
2004-12-08,0.0054767879019898165,0.0
2004-12-09,0.016778433660995417,0.0
2004-12-10,0.005068218803020217,0.0
2004-12-13,0.0019937050252834174,0.0
2004-12-14,-0.0022799966934377827,0.0
2004-12-15,0.004146470141817318,0.0
2004-12-16,0.003454907209590518,0.0
2004-12-17,-0.007790767530893882,0.0
2004-12-20,-0.02128741378344568,0.0
2004-12-21,-0.02164215789469328,0.0
2004-12-22,0.0016609720587005203,0.0
2004-12-23,-0.01496176803470128,0.0
2004-12-24,-0.01369222530518448,0.0
2004-12-27,-0.01790692863233458,0.0
2004-12-28,-0.01738817693754928,0.0
2004-12-29,-0.02310327067687018,0.0
2004-12-30,-0.02339955643856148,0.0
2004-12-31,-0.02434795187203738,0.0
2005-01-04,-0.042930416006457583,0.0
2005-01-05,-0.03765879449920928,0.0
2005-01-06,-0.04839932587286658,0.0
2005-01-07,-0.04703762374520708,0.0
2005-01-10,-0.03566101802897878,0.0
2005-01-11,-0.029814609308585982,0.0
2005-01-12,-0.03055458973491008,0.0
2005-01-13,-0.03416167969716688,0.0
2005-01-14,-0.04037107290279608,0.0
2005-01-17,-0.06146776305043678,0.0
2005-01-18,-0.05437023363142388,0.0
2005-01-19,-0.06210291768031588,0.0
2005-01-20,-0.06939030716723918,0.0
2005-01-21,-0.03613895326452148,0.0
2005-01-24,-0.02344435688296248,0.0
2005-01-25,-0.02435840111320658,0.0
2005-01-26,-0.032639851614608584,0.0
2005-01-27,-0.04816694615496568,0.0
2005-01-28,-0.04940826000048288,0.0
2005-01-31,-0.057864558968424476,0.0
2005-02-01,-0.05280157893770247,0.0
2005-02-02,-0.0006783808744405748,0.0
2005-02-03,-0.014635382617613175,0.0
2005-02-04,0.014109800000920825,0.0
2005-02-16,0.017065532747690126,0.0
2005-02-17,0.010931614578955928,0.0
2005-02-18,-0.005020758164093673,0.0
2005-02-21,0.015780213560132827,0.0
2005-02-22,0.030711222003875625,0.0
2005-02-23,0.020385092160683925,0.0
2005-02-24,0.019747213562650124,0.0
2005-02-25,0.021057978935648324,0.0
2005-02-28,0.010118878195750825,0.0
2005-03-01,0.007092027846454725,0.0
2005-03-02,-0.004890517809583874,0.0
2005-03-03,0.0018978170037076258,0.0
2005-03-04,-0.0006553053488785742,0.0
2005-03-07,0.004242948266637625,0.0
2005-03-08,0.018877659393186128,0.0
2005-03-09,0.010958358665158128,0.0
2005-03-10,-0.009596046671855873,0.0
2005-03-11,-0.006812821183617174,0.0
2005-03-14,-0.0024680501331429735,0.0
2005-03-15,-0.021882469274710777,0.0
2005-03-16,-0.031561883277754874,0.0
2005-03-17,-0.03893442476331008,0.0
2005-03-18,-0.04576899194771028,0.0
2005-03-21,-0.04321122913758158,0.0
2005-03-22,-0.06147079931483178,0.0
2005-03-23,-0.06904411944847857,0.0
2005-03-24,-0.06131325334209198,0.0
2005-03-25,-0.06347861254424988,0.0
2005-03-28,-0.06455744145686479,0.0
2005-03-29,-0.06805811179799388,0.0
2005-03-30,-0.08320622949488188,0.0
2005-03-31,-0.07676791838152228,0.0
2005-04-01,-0.04253261982810188,0.0
2005-04-04,-0.05993427979091668,0.0
2005-04-05,-0.06822030855704048,0.0
2005-04-06,-0.049526971565682476,0.0
2005-04-07,-0.04006413736726898,0.0
2005-04-08,-0.02375339653220768,0.0
2005-04-11,-0.03228500524757408,0.0
2005-04-12,-0.04725654247783958,0.0
2005-04-13,-0.02629059381753448,0.0
2005-04-14,-0.037802865995412174,0.0
2005-04-15,-0.04860176673511257,0.0
2005-04-18,-0.06169701940005767,0.0
2005-04-19,-0.058013938012639675,0.0
2005-04-20,-0.07140723642125887,0.0
2005-04-21,-0.07775648252655358,0.0
2005-04-22,-0.07602984568743339,0.0
2005-04-25,-0.0811505019366471,0.0
2005-04-26,-0.07919033753576209,0.0
2005-04-27,-0.09164774003481539,0.0
2005-04-28,-0.07701384307278689,0.0
2005-04-29,-0.08224133337358788,0.0
2005-05-09,-0.10048807593117079,0.0
2005-05-10,-0.0956126696473139,0.0
2005-05-11,-0.1052519970763986,0.0
2005-05-12,-0.1282046014388191,0.0
2005-05-13,-0.1236680704259258,0.0
2005-05-16,-0.1361202030021834,0.0
2005-05-17,-0.13232275157345919,0.0
