交易日期,close,logret,pred_t,next_day_ret
2005-11-29,835.31,-0.01322459127342981,0.0021871812641620636,0.00469380695162252
2005-11-30,839.24,0.00469380695162252,-0.0021666884422302246,-0.004598038710692015
2005-12-01,835.39,-0.004598038710692015,-0.003832697868347168,-0.016498977253497586
2005-12-02,821.72,-0.016498977253497586,-0.012914951890707016,-0.0339133016989717
2005-12-05,794.32,-0.0339133016989717,-0.012002546340227127,0.003355728934718427
2005-12-06,796.99,0.003355728934718427,0.0044421665370464325,0.010658314211291682
2005-12-07,805.53,0.010658314211291682,0.0009437911212444305,-0.00371874787260053
2005-12-08,802.54,-0.00371874787260053,-0.00037553533911705017,0.017808436054370665
2005-12-09,816.96,0.017808436054370665,0.004436839371919632,0.007754812437680811
2005-12-12,823.32,0.007754812437680811,-0.002209249883890152,-0.000959990352305362
2005-12-13,822.53,-0.000959990352305362,-0.005660723894834518,0.011207071170316829
2005-12-14,831.8,0.011207071170316829,-0.00503077358007431,-0.008681480017620771
2005-12-15,824.61,-0.008681480017620771,0.001748107373714447,0.008873815451209023
2005-12-16,831.96,0.008873815451209023,0.002498377114534378,0.002473020144159879
2005-12-19,834.02,0.002473020144159879,0.003247492015361786,0.0011863179404880439
2005-12-20,835.01,0.0011863179404880439,-0.005713038146495819,-0.014038026451806228
2005-12-21,823.37,-0.014038026451806228,-0.005021385848522186,0.004290187640500771
2005-12-22,826.91,0.004290187640500771,0.0030218809843063354,0.009400477258340879
2005-12-23,834.72,0.009400477258340879,-0.00012033060193061829,0.0077449922631658
2005-12-26,841.21,0.0077449922631658,0.002807602286338806,0.0008555438572158834
2005-12-27,841.93,0.0008555438572158834,0.003910858184099197,0.00253855415092043
2005-12-28,844.07,0.00253855415092043,-0.0013197660446166992,0.009808739028844488
2005-12-29,852.39,0.009808739028844488,-0.00562615692615509,-0.01138568044561848
2005-12-30,842.74,-0.01138568044561848,0.0008404180407524109,0.011549911025721596
2006-01-04,852.53,0.011549911025721596,0.002722539007663727,0.01533002906739575
2006-01-05,865.7,0.01533002906739575,0.015115991234779358,0.008190920791697606
2006-01-06,872.82,0.008190920791697606,0.00739239901304245,0.015732245268950694
2006-01-09,886.66,0.015732245268950694,0.006611574441194534,0.0028043559072933656
2006-01-10,889.15,0.0028043559072933656,-0.003280527889728546,-0.009310486112016719
2006-01-11,880.91,-0.009310486112016719,0.011317417025566101,0.021228165848459286
2006-01-12,899.81,0.021228165848459286,0.007232271134853363,0.005320281666301179
2006-01-13,904.61,0.005320281666301179,0.0048242248594760895,-0.013141319965366842
2006-01-16,892.8,-0.013141319965366842,-0.00019807741045951843,-0.0014122871307354046
2006-01-17,891.54,-0.0014122871307354046,0.0051694996654987335,0.01924076241803792
2006-01-18,908.86,0.01924076241803792,0.00698992982506752,0.005978615525324192
2006-01-19,914.31,0.005978615525324192,-0.002848021686077118,-0.006198695635372169
2006-01-20,908.66,-0.006198695635372169,0.0019598156213760376,0.0011768653847600277
2006-01-23,909.73,0.0011768653847600277,0.008579801768064499,-0.006495498612108844
2006-01-24,903.84,-0.006495498612108844,-0.0003240145742893219,-0.017995975622423704
2006-01-25,887.72,-0.017995975622423704,0.004810139536857605,0.024205634302946887
2006-02-06,909.47,0.024205634302946887,0.008013509213924408,0.00633523974287029
2006-02-07,915.25,0.00633523974287029,0.0037217289209365845,0.01028292284293039
2006-02-08,924.71,0.01028292284293039,0.0035858750343322754,-0.011212062362675057
2006-02-09,914.4,-0.011212062362675057,0.00629192590713501,0.01162291759604653
2006-02-10,925.09,0.01162291759604653,0.001679014414548874,0.0014906352000791415
2006-02-13,926.47,0.0014906352000791415,0.0005504712462425232,0.008191128052854942
2006-02-14,934.09,0.008191128052854942,0.009888727217912674,0.001796926456581944
2006-02-15,935.77,0.001796926456581944,-0.011296212673187256,-0.0235391483320135
2006-02-16,914.0,-0.0235391483320135,-0.003607906401157379,-0.00690562712646419
2006-02-17,907.71,-0.00690562712646419,-0.0041264258325099945,-0.008985840355887377
2006-02-20,899.59,-0.008985840355887377,0.0019019879400730133,0.020628588448887226
2006-02-21,918.34,0.020628588448887226,0.005418330430984497,0.0013276023496275188
2006-02-22,919.56,0.0013276023496275188,-0.003966659307479858,0.0014235805993546577
2006-02-23,920.87,0.0014235805993546577,0.0010795779526233673,0.006224681666582019
2006-02-24,926.62,0.006224681666582019,-0.010210951790213585,-0.0001510981601277463
2006-02-27,926.48,-0.0001510981601277463,-0.006115224212408066,0.003125238283475647
2006-02-28,929.38,0.003125238283475647,0.008181583136320114,0.007845363055487064
2006-03-01,936.7,0.007845363055487064,-0.0028001442551612854,-0.020220137308870293
2006-03-02,917.95,-0.020220137308870293,0.004595693200826645,6.536090113226715e-05
2006-03-03,918.01,6.536090113226715e-05,-0.0002399533987045288,-0.0025631670765085823
2006-03-06,915.66,-0.0025631670765085823,0.0005948245525360107,-0.029547881216933698
2006-03-07,889.0,-0.029547881216933698,-0.00472051277756691,0.0010905187789896225
2006-03-08,889.97,0.0010905187789896225,-0.004017088562250137,-0.006696755579502174
2006-03-09,884.03,-0.006696755579502174,0.0012540258467197418,0.0015598158511144304
2006-03-10,885.41,0.0015598158511144304,-0.0031490065157413483,0.008177359426743813
2006-03-13,892.68,0.008177359426743813,-0.005256790667772293,0.003488999781949432
2006-03-14,895.8,0.003488999781949432,-0.010268976911902428,0.007717409059098388
2006-03-15,902.74,0.007717409059098388,-0.0048858970403671265,0.001317340933421699
2006-03-16,903.93,0.001317340933421699,-0.005990143865346909,-0.005035168014384011
2006-03-17,899.39,-0.005035168014384011,0.0023861750960350037,0.009924020045132556
2006-03-20,908.36,0.009924020045132556,-0.0049618929624557495,0.003055786934063644
2006-03-21,911.14,0.003055786934063644,0.00180131196975708,0.010003141114279333
2006-03-22,920.3,0.010003141114279333,0.002086445689201355,0.011752895238483696
2006-03-23,931.18,0.011752895238483696,0.0018074922263622284,-0.010656028799593447
2006-03-24,921.31,-0.010656028799593447,0.0035261400043964386,0.010494929889884746
2006-03-27,931.03,0.010494929889884746,-0.0014680027961730957,0.0024351923981150705
2006-03-28,933.3,0.0024351923981150705,-0.0017935894429683685,-0.002424451663341193
2006-03-29,931.04,-0.002424451663341193,-0.00018197298049926758,-0.0076442832849252075
2006-03-30,923.95,-0.0076442832849252075,-0.00047744065523147583,-0.0008228938173461426
