date,whole_market,000016.SH,000300.SH,000510.SH,000688.SH,000852.SH,000905.SH,399006.SZ,932000.CSI
2021-01-01,-6.824292343066212,-11.76724594795259,-6.512060568212543,-5.017518733001754,1.1917387645928077,-3.754236287755862,-2.8641549570602396,-4.087936336970065,-1.291005660792918
2021-02-01,-6.848509505264166,-11.892836690576694,-6.234373366906841,-4.7659956799939005,1.0667555119030097,-3.7932522877446044,-2.959853535006106,-4.21802021703723,-1.4985807593744311
2021-03-01,-6.954654757349787,-12.063740016075899,-6.265747740348621,-4.731687982450799,0.9756817160716295,-4.0534264454556626,-3.1176119436947305,-4.211259275906187,-1.677527353561501
2021-04-01,-7.06826357782948,-12.383563398751287,-6.562686389018247,-4.932738222819463,1.2712777723420174,-4.067221674571271,-3.132539218154058,-4.442247124601352,-1.804471349685658
2021-05-01,-7.118043346611004,-12.662560851385132,-6.721371818289851,-5.099694857141832,1.265855483100503,-3.903767991988648,-2.9034805159556645,-4.229378852518475,-2.1980283513324075
2021-06-01,-7.239101606063092,-12.792618298539605,-7.005128232355315,-5.315431239238466,1.502103394662044,-3.754661720331171,-3.1879162280195863,-4.317632765207423,-2.549608742098683
2021-07-01,-7.452635934963855,-12.823146586021009,-7.40274451299163,-5.629204256538598,1.1604414842734676,-3.93072770009912,-3.387307687013138,-4.409886466661902,-2.7065927372823797
2021-08-01,-7.538602886555735,-12.997996672986398,-7.5703923716831385,-5.794024982293102,1.4082214821203942,-4.111519697750369,-3.4346426017134575,-4.559113133988062,-2.757436096775217
2021-09-01,-7.700774154353092,-13.20554346993829,-7.83832587213851,-6.117657142010521,1.4804133944652336,-4.226962196586114,-3.527764356101615,-4.755311395473012,-2.9231231796653803
2021-10-01,-7.7354956709982465,-13.382523880563966,-8.114144033034712,-6.2059353190354924,1.0680136859618694,-4.367780879408789,-3.29185422887403,-4.489973854025558,-2.6078478416287645
2021-11-01,-7.90549247164385,-13.473149678402367,-8.194775171079826,-6.266916444237224,0.6047483566503086,-4.880326891385655,-3.8607091649766176,-4.297578823578414,-2.383312938764478
2021-12-01,-7.759200753590147,-13.206656928962294,-8.174282860842943,-6.091847512375335,0.8376249784951812,-4.906955545849034,-3.426649929994234,-4.034745234815457,-2.5781739770005303
2022-01-01,-7.698248696935601,-13.182475599322034,-8.365351155487765,-6.268272993594884,0.849193081665926,-4.658964188078164,-3.404078391061467,-3.6845259774044576,-2.379595334825441
2022-02-01,-8.115597595888019,-13.548025832953702,-8.84885352984891,-6.744774563312003,0.5995624927903038,-5.111252792903662,-3.8691483799815813,-3.9927835865427235,-2.9175855569753564
2022-03-01,-7.852194746401284,-13.075467786671188,-8.36515512960391,-6.3748126479754355,0.6711162268862334,-4.7662482962953545,-3.5751994290399476,-3.9151588936681394,-2.9247129974660133
2022-04-01,-7.894009016826876,-13.321066489376172,-8.381058718966532,-6.5182162576838545,0.7483888062108773,-4.903999719261677,-3.6459240848200545,-4.018500305188216,-2.619776348152865
2022-05-01,-7.720775380100395,-13.008911874363596,-8.213661903927216,-6.41759107514766,1.0464637630924476,-4.805256419070067,-3.375309400427505,-4.030004412655832,-2.470012700927219
2022-06-01,-7.628325631011563,-12.718828548548503,-7.965430183764737,-6.239786897366791,0.7512894352933618,-4.749771134584196,-3.181407719321435,-4.031652346891233,-2.399098635532457
2022-07-01,-7.663308207570164,-12.629284768422291,-8.007904153821647,-6.073703113674824,0.7508173733169837,-5.137360598107217,-2.9559965215434625,-4.163927531446758,-2.597187329485587
