lag,mean
0,1.0
1,0.04452250008512443
2,0.011498833303993183
3,-0.00487156192064639
4,-0.018687476668060855
5,-0.047510495135441005
6,-0.022930716607577936
7,-0.02614361442105335
8,0.009452793526217118
9,-0.034568007647213246
10,-0.007153110178857292
