,count,mean,std,min,5%,50%,95%,max,MaxDdAmp,MaxDdRecBars,MaxDdStart,LongDdRecBars,LongDdStart,MaxDdEnd,AnnStd,AnnSharpe
gain_whole_market_simple,5157.0,0.0030539562263068357,0.0765815250238386,-0.5947965191392213,-0.10785948926953111,0.0017053370154091999,0.1187877765911818,0.8539579851900743,-3.9696657208258124,1895,2015-11-02,1894,2015-11-02,True,1.2108602288225525,0.6305344237122481
gain_000852.SH_simple,5157.0,0.0009200497194773827,0.018624340107830272,-0.0931157527661584,-0.028355363464516576,0.0002743573043262,0.029158621998458638,0.1209743503751618,-0.7742320793910291,1116,2010-09-08,2109,2016-02-29,True,0.29447667329184807,0.7810887949056203
bench_000852.SH,5157.0,0.0004426906297938799,0.01864179946012804,-0.1209743503751618,-0.031251486742509736,0.0010774190719033,0.02684736257760041,0.1056538664943886,-1.2914410202310544,544,2008-01-15,2597,2015-06-12,True,0.29475272989050927,0.37547627629973485
