Wind代码,交易日期,货币代码,昨收盘价(点),开盘点位,最高点位,最低点位,收盘价,涨跌,涨跌幅(%),成交量(万股),成交金额(千元),unnamed_12,unnamed_13
399006.SZ,20140530,1,1314.21,1312.3,1323.59,1300.09,1318.13,3.92,0.2979,125749.03,21473501.1841,33361,20140530180000000
399006.SZ,20140603,1,1318.13,1317.99,1332.78,1317.99,1319.62,1.5,0.1136,127915.86,22022773.392,33361,20140603180000000
399006.SZ,20140604,1,1319.62,1318.33,1321.72,1303.36,1321.72,2.09,0.1586,131099.01,22923652.5946,33361,20140604180000000
399006.SZ,20140605,1,1321.72,1320.14,1356.53,1317.53,1355.48,33.76,2.5546,156416.22,27550182.9281,33361,20140605180000000
399006.SZ,20140606,1,1355.48,1354.9,1362.98,1340.83,1350.45,-5.04,-0.3715,165526.82,28537581.3775,33361,20140606180000000
399006.SZ,20140609,1,1350.45,1348.76,1349.92,1326.63,1326.68,-23.77,-1.7603,135326.64,23049575.1718,33361,20140609180000000
399006.SZ,20140610,1,1326.68,1327.1,1356.97,1316.84,1353.87,27.2,2.0499,157791.22,27618537.6509,33361,20140610180000000
399006.SZ,20140611,1,1353.87,1350.38,1371.25,1348.4,1367.39,13.52,0.9984,180252.9,30652346.1252,33361,20140611180000000
399006.SZ,20140612,1,1367.39,1364.41,1375.98,1358.08,1363.74,-3.65,-0.2669,170776.23,29256412.6629,33361,20140612180000000
399006.SZ,20140613,1,1363.74,1361.09,1386.35,1359.65,1382.73,18.99,1.3928,183627.13,31890423.1412,33361,20140613180000000
399006.SZ,20140616,1,1382.73,1384.16,1397.63,1384.16,1395.61,12.88,0.9313,192789.58,34018338.0123,33361,20140616180000000
399006.SZ,20140617,1,1395.61,1396.38,1396.38,1377.4,1377.43,-18.18,-1.3027,171348.09,30727356.6095,33361,20140617180000000
399006.SZ,20140618,1,1377.43,1377.58,1384.87,1363.75,1363.99,-13.44,-0.9757,152828.55,26536612.0555,33361,20140618180000000
399006.SZ,20140619,1,1363.99,1363.45,1370.31,1310.49,1320.66,-43.34,-3.1771,169033.18,28344334.115,33361,20140619180000000
399006.SZ,20140620,1,1320.66,1319.11,1335.65,1313.14,1333.98,13.33,1.0091,119071.74,20364911.1064,33361,20140620180000000
399006.SZ,20140623,1,1333.98,1335.18,1366.59,1335.18,1361.28,27.3,2.0466,145149.49,26060371.2587,33361,20140623180000000
399006.SZ,20140624,1,1361.28,1360.08,1372.16,1359.13,1369.44,8.16,0.5991,145178.45,25453966.2218,33361,20140624180000000
399006.SZ,20140625,1,1369.44,1368.66,1368.66,1347.82,1358.71,-10.73,-0.7836,138954.24,25052770.9185,33361,20140625180000000
399006.SZ,20140626,1,1358.71,1360.2,1391.3,1360.2,1386.27,27.56,2.0288,186351.17,34326830.9385,33361,20140626180000000
399006.SZ,20140627,1,1386.27,1388.38,1397.96,1382.07,1388.82,2.54,0.1834,182837.94,34164122.3168,33361,20140627180000000
399006.SZ,20140630,1,1388.82,1388.47,1404.71,1374.3,1404.71,15.9,1.1445,187877.36,34382168.2875,33361,20140630180000000
399006.SZ,20140701,1,1404.71,1405.44,1415.33,1398.15,1411.74,7.03,0.5002,194578.01,34672239.8008,33361,20140701180000000
399006.SZ,20140702,1,1411.74,1413.17,1425.3,1402.22,1419.94,8.2,0.5809,205324.63,36251826.0775,33361,20140702180000000
399006.SZ,20140703,1,1419.94,1419.81,1428.67,1412.16,1422.6,2.67,0.1878,204178.51,35608402.1088,33361,20140703180000000
399006.SZ,20140704,1,1422.6,1421.68,1423.89,1406.21,1411.64,-10.96,-0.7708,192151.4,33754026.1251,33361,20140704180000000
399006.SZ,20140707,1,1411.64,1411.99,1411.99,1381.94,1393.89,-17.75,-1.2573,182280.61,31780414.8513,33361,20140707180000000
399006.SZ,20140708,1,1393.89,1392.35,1410.72,1379.49,1410.72,16.84,1.2078,189905.4,33694893.9303,33361,20140708180000000
399006.SZ,20140709,1,1410.72,1410.39,1418.68,1384.26,1384.58,-26.15,-1.8534,217511.11,38173836.9484,33361,20140709180000000
399006.SZ,20140710,1,1384.58,1384.45,1387.89,1362.35,1363.88,-20.7,-1.4948,165140.57,29716564.1324,33361,20140710180000000
399006.SZ,20140711,1,1363.88,1361.57,1372.12,1351.77,1359.34,-4.54,-0.3329,153657.43,27890269.4642,33361,20140711180000000
399006.SZ,20140714,1,1359.34,1358.17,1367.82,1342.56,1367.07,7.73,0.5685,170421.73,30878249.2991,33361,20140714180000000
399006.SZ,20140715,1,1367.07,1364.08,1366.16,1332.87,1341.27,-25.8,-1.8873,192089.05,33258430.3084,33361,20140715180000000
399006.SZ,20140716,1,1341.27,1338.92,1344.36,1310.86,1318.62,-22.65,-1.689,160344.03,28027240.934,33361,20140716180000000
399006.SZ,20140717,1,1318.62,1315.09,1323.24,1304.58,1312.81,-5.81,-0.4403,118425.02,21050557.5396,33361,20140717180000000
399006.SZ,20140718,1,1312.81,1309.96,1321.93,1300.76,1305.92,-6.89,-0.5246,111557.43,19311483.696,33361,20140718180000000
399006.SZ,20140721,1,1305.92,1304.72,1313.56,1287.23,1306.96,1.04,0.0799,120511.62,20787911.6672,33361,20140721180000000
399006.SZ,20140722,1,1306.96,1306.32,1330.29,1305.03,1329.35,22.38,1.7127,122518.0,21147637.2025,33361,20140722180000000
399006.SZ,20140723,1,1329.35,1330.14,1332.36,1287.64,1293.09,-36.26,-2.7273,144361.01,25155893.6129,33361,20140723180000000
399006.SZ,20140724,1,1293.09,1291.48,1291.48,1255.69,1271.88,-21.22,-1.6406,140516.76,23820674.3995,33361,20140724180000000
399006.SZ,20140725,1,1271.88,1271.43,1288.67,1270.36,1285.77,13.89,1.092,105268.82,18069393.3888,33361,20140725180000000
399006.SZ,20140728,1,1285.77,1289.1,1316.04,1286.66,1314.53,28.76,2.2367,138369.76,22428646.415,33361,20140728180000000
399006.SZ,20140729,1,1314.53,1315.75,1337.53,1310.84,1331.76,17.24,1.3113,152572.36,25686811.296,33361,20140729180000000
399006.SZ,20140730,1,1331.76,1330.19,1345.35,1329.07,1342.74,10.97,0.824,150052.74,26036911.6114,33361,20140730180000000
399006.SZ,20140731,1,1342.74,1342.73,1346.22,1334.26,1344.54,1.81,0.1345,137738.04,22911026.7786,33361,20140731180000000
399006.SZ,20140801,1,1344.54,1339.98,1343.58,1324.19,1325.94,-18.61,-1.3838,160913.02,25580283.439,33361,20140801180000000
399006.SZ,20140804,1,1325.94,1325.01,1331.8,1324.26,1329.82,3.88,0.2928,123935.37,20114650.3638,33361,20140804180000000
399006.SZ,20140805,1,1329.82,1330.32,1363.12,1321.2,1360.69,30.87,2.3214,194906.45,32314270.5905,33361,20140805180000000
399006.SZ,20140806,1,1360.69,1357.53,1368.53,1353.95,1365.74,5.05,0.371,154916.41,25903112.2552,33361,20140806180000000
399006.SZ,20140807,1,1365.74,1365.18,1381.46,1361.33,1362.03,-3.71,-0.2718,160002.6,26280693.6856,33361,20140807180000000
399006.SZ,20140808,1,1362.03,1368.06,1381.44,1368.06,1377.44,15.42,1.1319,144500.98,24448174.5666,33361,20140808180000000
399006.SZ,20140811,1,1377.44,1379.47,1397.97,1379.47,1397.78,20.34,1.4766,172399.51,28335914.7058,33361,20140811180000000
399006.SZ,20140812,1,1397.78,1398.15,1402.75,1393.11,1396.44,-1.35,-0.0963,172563.26,28757675.6717,33361,20140812180000000
399006.SZ,20140813,1,1396.44,1396.26,1397.1,1370.08,1384.31,-12.13,-0.8686,180465.71,30312952.993,33361,20140813180000000
399006.SZ,20140814,1,1384.31,1384.72,1394.52,1378.95,1380.3,-4.01,-0.2894,186170.46,30235214.0809,33361,20140814180000000
399006.SZ,20140815,1,1380.3,1382.87,1392.49,1377.93,1392.45,12.15,0.8801,179493.42,28453138.5752,33361,20140815180000000
399006.SZ,20140818,1,1392.45,1394.64,1429.0,1394.64,1428.74,36.29,2.6061,224452.92,38135821.5296,33361,20140818180000000
399006.SZ,20140819,1,1428.74,1436.42,1446.79,1427.06,1436.4,7.66,0.5359,241879.0,42152771.2958,33361,20140819180000000
399006.SZ,20140820,1,1436.4,1438.29,1438.29,1421.92,1427.4,-8.99,-0.626,190287.84,33431708.8219,33361,20140820180000000
399006.SZ,20140821,1,1427.4,1428.63,1447.91,1421.24,1447.88,20.48,1.4346,195774.88,35003804.9503,33361,20140821180000000
399006.SZ,20140822,1,1447.88,1450.1,1465.66,1446.04,1461.72,13.84,0.9559,220999.73,39074167.1036,33361,20140822180000000
399006.SZ,20140825,1,1461.72,1461.21,1461.49,1439.86,1443.81,-17.92,-1.2257,199624.46,35683693.1279,33361,20140825180000000
399006.SZ,20140826,1,1443.81,1440.7,1443.6,1406.34,1411.15,-32.66,-2.2618,183600.54,31833664.4017,33361,20140826180000000
399006.SZ,20140827,1,1411.15,1411.76,1427.32,1411.76,1420.54,9.39,0.6654,137897.63,24509404.7175,33361,20140827180000000
399006.SZ,20140828,1,1420.54,1423.34,1424.29,1398.56,1403.8,-16.74,-1.1788,136997.51,24695593.7314,33361,20140828180000000
399006.SZ,20140829,1,1403.8,1400.84,1424.47,1400.83,1424.47,20.67,1.4727,115624.46,21466453.7486,33361,20140829180000000
399006.SZ,20140901,1,1424.47,1428.36,1453.12,1427.93,1452.84,28.37,1.9919,154908.58,28766845.6129,33361,20140901180000000
399006.SZ,20140902,1,1452.84,1457.5,1465.04,1452.71,1465.03,12.19,0.839,208264.44,38989292.242,33361,20140902180000000
399006.SZ,20140903,1,1465.03,1468.09,1479.83,1461.23,1477.67,12.64,0.8628,239686.83,43823413.8955,33361,20140903180000000
399006.SZ,20140904,1,1477.67,1478.33,1495.81,1472.89,1495.51,17.84,1.2073,244246.53,46283096.879,33361,20140904180000000
399006.SZ,20140905,1,1495.51,1497.99,1498.26,1482.04,1489.84,-5.68,-0.3797,212091.65,38922431.3997,33361,20140905180000000
399006.SZ,20140909,1,1489.84,1492.44,1497.42,1479.06,1494.02,4.18,0.2807,215660.28,39473817.3562,33361,20140909180000000
399006.SZ,20140910,1,1494.02,1491.41,1506.47,1484.71,1504.91,10.9,0.7294,217732.64,39693217.9449,33361,20140910180000000
399006.SZ,20140911,1,1504.91,1506.0,1532.3,1502.39,1513.01,8.1,0.5382,262183.82,48113980.2391,33361,20140911180000000
399006.SZ,20140912,1,1513.01,1512.4,1524.32,1506.88,1524.12,11.11,0.7341,208292.85,37790330.8734,33361,20140912180000000
399006.SZ,20140915,1,1524.12,1522.57,1528.57,1517.3,1526.14,2.01,0.1321,234709.9,44328916.9522,33361,20140915180000000
399006.SZ,20140916,1,1526.14,1527.06,1529.4,1471.61,1473.13,-53.0,-3.4732,271198.21,49893613.4325,33361,20140916180000000
399006.SZ,20140917,1,1473.13,1473.52,1481.06,1456.5,1479.12,5.99,0.4065,175039.13,31575248.3297,33361,20140917180000000
399006.SZ,20140918,1,1479.12,1477.31,1492.61,1474.65,1490.79,11.67,0.7889,157651.59,28453119.7373,33361,20140918180000000
399006.SZ,20140919,1,1490.79,1492.1,1501.38,1486.28,1499.12,8.34,0.5592,168344.3,30654993.4069,33361,20140919180000000
399006.SZ,20140922,1,1499.12,1496.96,1496.96,1480.18,1483.35,-15.77,-1.052,184435.15,33527092.7916,33361,20140922180000000
399006.SZ,20140923,1,1483.35,1485.5,1502.04,1483.04,1500.99,17.64,1.189,172647.69,32133981.0507,33361,20140923180000000
399006.SZ,20140924,1,1500.99,1501.04,1517.42,1497.89,1517.42,16.43,1.0947,207956.96,37969571.8275,33361,20140924180000000
399006.SZ,20140925,1,1517.42,1520.1,1523.25,1505.65,1508.42,-9.01,-0.5934,226996.12,41689153.0973,33361,20140925180000000
399006.SZ,20140926,1,1508.42,1506.31,1512.8,1502.5,1511.36,2.94,0.195,183159.97,33634257.4294,33361,20140926180000000
399006.SZ,20140929,1,1511.36,1515.38,1526.36,1515.38,1526.18,14.82,0.9804,211637.97,41018590.1726,33361,20140929180000000
399006.SZ,20140930,1,1526.18,1527.26,1540.95,1527.26,1540.87,14.7,0.9631,195841.48,37207044.9563,33361,20140930180000000
399006.SZ,20141008,1,1540.87,1543.59,1557.57,1537.01,1557.57,16.69,1.0834,212217.06,41662419.8035,33361,20141008180000000
399006.SZ,20141009,1,1557.57,1562.1,1569.06,1541.67,1561.17,3.6,0.231,256419.19,49641316.9513,33361,20141009180000000
399006.SZ,20141010,1,1561.17,1559.93,1563.87,1546.22,1554.22,-6.95,-0.4451,226916.37,43535393.1508,33361,20141010180000000
399006.SZ,20141013,1,1554.22,1548.18,1548.88,1527.7,1548.33,-5.89,-0.379,215518.81,40575689.4117,33361,20141013180000000
399006.SZ,20141014,1,1548.33,1546.67,1560.06,1532.44,1539.12,-9.21,-0.5947,208488.18,39319673.0858,33361,20141014180000000
399006.SZ,20141015,1,1539.12,1539.35,1545.75,1527.19,1545.62,6.5,0.4226,195984.65,37716774.677,33361,20141015180000000
399006.SZ,20141016,1,1545.62,1539.86,1551.84,1526.54,1526.56,-19.06,-1.2334,208613.54,40500735.3605,33361,20141016180000000
399006.SZ,20141017,1,1526.56,1527.46,1529.55,1488.47,1511.05,-15.51,-1.0157,201351.09,39014698.0992,33361,20141017180000000
399006.SZ,20141020,1,1511.05,1513.42,1532.38,1513.42,1532.38,21.33,1.4113,148492.03,30518734.8922,33361,20141020180000000
399006.SZ,20141021,1,1532.38,1535.07,1537.67,1515.93,1517.48,-14.9,-0.9721,158166.36,32957551.9976,33361,20141021180000000
399006.SZ,20141022,1,1517.48,1518.8,1524.8,1503.82,1504.55,-12.93,-0.8521,159156.56,32090526.8896,33361,20141022180000000
399006.SZ,20141023,1,1504.55,1500.55,1501.72,1474.04,1477.84,-26.72,-1.7756,162792.93,31424615.7403,33361,20141023180000000
399006.SZ,20141024,1,1477.84,1478.34,1493.53,1473.06,1477.59,-0.25,-0.0168,124010.52,25079298.9614,33361,20141024180000000
399006.SZ,20141027,1,1477.59,1473.66,1492.01,1465.96,1492.01,14.42,0.9761,142630.73,29399910.0752,33361,20141027180000000
399006.SZ,20141028,1,1492.01,1495.69,1522.05,1495.69,1522.05,30.04,2.0135,177563.31,35487728.1349,33361,20141028180000000
399006.SZ,20141029,1,1522.05,1525.98,1535.8,1524.08,1530.08,8.03,0.5277,213780.44,42886038.583,33361,20141029180000000
399006.SZ,20141030,1,1530.08,1532.91,1539.21,1522.64,1525.77,-4.32,-0.2821,190505.19,38141149.0917,33361,20141030180000000
399006.SZ,20141031,1,1525.77,1527.6,1529.55,1502.24,1513.27,-12.5,-0.8193,185623.25,36989105.208,33361,20141031180000000
399006.SZ,20141103,1,1513.27,1513.25,1529.9,1513.2,1529.89,16.62,1.0986,170337.44,34225203.6064,33361,20141103180000000
399006.SZ,20141104,1,1529.89,1531.82,1538.18,1514.46,1516.4,-13.5,-0.8822,178874.5,37143367.6139,33361,20141104180000000
399006.SZ,20141105,1,1516.4,1514.77,1517.02,1505.98,1512.49,-3.91,-0.2578,147802.92,29673393.4452,33361,20141105180000000
399006.SZ,20141106,1,1512.49,1513.72,1532.87,1510.78,1532.52,20.03,1.3245,158755.27,34072264.0921,33361,20141106180000000
399006.SZ,20141107,1,1532.52,1535.49,1543.72,1517.29,1522.62,-9.9,-0.6457,208910.4,44834618.4541,33361,20141107180000000
399006.SZ,20141110,1,1522.62,1525.2,1526.38,1506.8,1514.82,-7.81,-0.5127,160675.53,34714323.1318,33361,20141110180000000
399006.SZ,20141111,1,1514.82,1513.53,1514.37,1452.03,1461.51,-53.31,-3.5192,215965.1,44860280.157,33361,20141111180000000
399006.SZ,20141112,1,1461.51,1457.24,1476.03,1455.09,1475.75,14.24,0.9747,139694.99,32598974.1061,33361,20141112180000000
399006.SZ,20141113,1,1475.75,1473.74,1473.74,1434.27,1442.86,-32.89,-2.229,174149.29,37327690.5974,33361,20141113180000000
399006.SZ,20141114,1,1442.86,1438.97,1449.1,1435.5,1441.21,-1.65,-0.1141,126635.98,28843269.3379,33361,20141114180000000
399006.SZ,20141117,1,1441.21,1444.06,1474.36,1437.99,1471.68,30.47,2.1143,139182.27,29531921.085,33361,20141117180000000
399006.SZ,20141118,1,1471.68,1471.08,1483.14,1470.51,1481.86,10.18,0.6914,124848.39,26750094.4917,33361,20141118180000000
399006.SZ,20141119,1,1481.86,1488.46,1509.73,1488.46,1505.55,23.69,1.5988,156060.58,33045878.3095,33361,20141119180000000
399006.SZ,20141120,1,1505.55,1504.58,1504.58,1491.65,1494.59,-10.96,-0.728,145031.31,31737737.8974,33361,20141120180000000
399006.SZ,20141121,1,1494.59,1493.16,1508.22,1493.16,1504.83,10.24,0.6853,152067.25,32712544.9181,33361,20141121180000000
399006.SZ,20141124,1,1504.83,1513.43,1515.84,1497.85,1507.81,2.98,0.1979,180942.54,38274613.3918,33361,20141124180000000
399006.SZ,20141125,1,1507.81,1510.62,1541.92,1510.25,1541.92,34.11,2.2623,213293.24,46797196.6938,33361,20141125180000000
399006.SZ,20141126,1,1541.92,1544.69,1561.3,1544.1,1554.22,12.3,0.7976,215773.7,46695690.7839,33361,20141126180000000
399006.SZ,20141127,1,1554.22,1557.77,1566.83,1548.29,1563.41,9.19,0.5912,236866.74,49206325.3834,33361,20141127180000000
399006.SZ,20141128,1,1563.41,1562.83,1582.48,1558.31,1570.85,7.44,0.476,255201.27,54329825.7272,33361,20141128180000000
399006.SZ,20141201,1,1570.85,1569.65,1569.65,1544.18,1552.31,-18.55,-1.1806,227097.53,49710891.1438,33361,20141201180000000
399006.SZ,20141202,1,1552.31,1554.46,1567.54,1552.13,1565.42,13.11,0.8446,206506.91,48101085.7209,33361,20141202180000000
399006.SZ,20141203,1,1565.42,1568.47,1604.88,1540.42,1604.45,39.03,2.4933,300898.67,66045598.8369,33361,20141203180000000
399006.SZ,20141204,1,1604.45,1604.89,1631.31,1604.89,1621.84,17.4,1.0844,268995.16,59788687.3248,33361,20141204180000000
399006.SZ,20141205,1,1621.84,1626.12,1626.12,1544.46,1581.91,-39.94,-2.4625,290461.41,62846477.3047,33361,20141205180000000
399006.SZ,20141208,1,1581.91,1575.3,1600.86,1554.78,1567.16,-14.74,-0.932,260409.94,56643539.1187,33361,20141208180000000
399006.SZ,20141209,1,1567.16,1557.02,1577.75,1504.23,1504.62,-62.54,-3.9907,296302.78,61334166.4101,33361,20141209180000000
399006.SZ,20141210,1,1504.62,1499.33,1576.89,1499.33,1572.68,68.06,4.5235,226941.95,50381883.9873,33361,20141210180000000
399006.SZ,20141211,1,1572.68,1572.6,1593.38,1563.32,1587.66,14.98,0.9525,222513.96,46450766.6663,33361,20141211180000000
399006.SZ,20141212,1,1587.66,1588.24,1626.34,1586.75,1623.57,35.9,2.2614,216410.5,46398451.1365,33361,20141212180000000
399006.SZ,20141215,1,1623.57,1623.6,1664.26,1619.7,1657.5,33.93,2.0898,221689.9,49688519.6312,33361,20141215180000000
399006.SZ,20141216,1,1657.5,1665.3,1674.98,1636.18,1649.58,-7.92,-0.4776,202503.57,44942322.1089,33361,20141216180000000
399006.SZ,20141217,1,1649.58,1639.15,1652.98,1623.7,1644.21,-5.37,-0.3255,202358.29,45344461.445,33361,20141217180000000
399006.SZ,20141218,1,1644.21,1641.58,1663.67,1633.26,1634.05,-10.16,-0.6179,176538.11,39560752.4395,33361,20141218180000000
399006.SZ,20141219,1,1634.05,1627.8,1627.8,1568.98,1596.81,-37.24,-2.2791,198523.26,41436058.9666,33361,20141219180000000
399006.SZ,20141222,1,1596.81,1583.96,1583.96,1510.05,1517.93,-78.88,-4.94,212965.32,41640430.0498,33361,20141222180000000
399006.SZ,20141223,1,1517.93,1501.53,1543.35,1489.12,1496.53,-21.39,-1.4094,160673.75,32707217.3847,33361,20141223180000000
399006.SZ,20141224,1,1496.53,1502.67,1524.27,1501.23,1519.8,23.26,1.5545,145789.11,29425822.4464,33361,20141224180000000
399006.SZ,20141225,1,1519.8,1522.0,1531.64,1514.23,1529.47,9.67,0.6363,140301.07,30177664.8893,33361,20141225180000000
399006.SZ,20141226,1,1529.47,1531.2,1539.16,1524.01,1536.08,6.61,0.4324,138615.01,28996109.057,33361,20141226180000000
399006.SZ,20141229,1,1536.08,1531.12,1531.12,1491.21,1499.4,-36.68,-2.388,184028.72,36797177.0955,33361,20141229180000000
399006.SZ,20141230,1,1499.4,1491.1,1493.44,1450.05,1460.11,-39.29,-2.6205,167994.18,33609266.2261,33361,20141230180000000
399006.SZ,20141231,1,1460.11,1455.68,1479.86,1451.29,1471.76,11.66,0.7983,144138.85,28909641.5127,33361,20141231180000000
399006.SZ,20150105,1,1471.76,1470.58,1470.58,1429.08,1464.77,-6.99,-0.4749,179185.25,34433373.1996,33361,20150105180000000
399006.SZ,20150106,1,1464.77,1458.57,1542.15,1454.14,1539.83,75.05,5.1239,234638.99,47275858.2019,33361,20150106180000000
399006.SZ,20150107,1,1539.83,1542.4,1547.25,1517.37,1523.39,-16.44,-1.0677,184459.58,37899425.7032,33361,20150107180000000
399006.SZ,20150108,1,1523.39,1516.83,1565.77,1516.83,1541.89,18.5,1.2144,186968.16,39204134.7592,33361,20150108180000000
399006.SZ,20150109,1,1541.89,1535.33,1583.75,1534.61,1553.24,11.35,0.7362,189882.8,40919947.1003,33361,20150109180000000
399006.SZ,20150112,1,1553.24,1552.05,1587.18,1550.62,1586.12,32.88,2.1172,161885.45,35995716.766,33361,20150112180000000
399006.SZ,20150113,1,1586.12,1587.69,1611.12,1578.4,1601.17,15.04,0.9485,179546.29,40398033.3074,33361,20150113180000000
399006.SZ,20150114,1,1601.17,1598.72,1605.16,1579.55,1588.01,-13.16,-0.822,158814.01,34749377.1806,33361,20150114180000000
399006.SZ,20150115,1,1588.01,1584.68,1606.56,1578.22,1586.34,-1.67,-0.1053,147270.05,32266880.2934,33361,20150115180000000
399006.SZ,20150116,1,1586.34,1586.71,1641.53,1586.64,1639.56,53.22,3.3549,184202.18,41371298.2109,33361,20150116180000000
399006.SZ,20150119,1,1639.56,1608.25,1691.14,1599.66,1630.06,-9.49,-0.5788,261672.27,58451273.2786,33361,20150119180000000
399006.SZ,20150120,1,1630.06,1635.57,1700.94,1635.57,1700.85,70.79,4.3426,262553.3,57614447.1453,33361,20150120180000000
399006.SZ,20150121,1,1700.85,1704.1,1729.84,1701.87,1722.58,21.73,1.2775,298073.48,65253957.7527,33361,20150121180000000
399006.SZ,20150122,1,1722.58,1723.24,1744.08,1716.39,1744.04,21.46,1.2456,258507.91,57605294.2211,33361,20150122180000000
399006.SZ,20150123,1,1744.04,1742.09,1742.09,1693.52,1697.29,-46.75,-2.6805,236229.23,53181365.141,33361,20150123180000000
399006.SZ,20150126,1,1697.29,1698.98,1740.37,1698.98,1739.79,42.5,2.5041,203241.48,45847670.736,33361,20150126180000000
399006.SZ,20150127,1,1739.79,1742.46,1754.21,1715.52,1743.68,3.88,0.2233,222087.41,50015431.6884,33361,20150127180000000
399006.SZ,20150128,1,1743.68,1741.07,1759.0,1727.92,1731.41,-12.26,-0.7032,222046.73,49983388.0335,33361,20150128180000000
399006.SZ,20150129,1,1731.41,1717.4,1733.63,1709.36,1711.37,-20.04,-1.1575,170537.69,37907548.001,33361,20150129180000000
399006.SZ,20150130,1,1711.37,1712.85,1721.14,1679.69,1680.58,-30.79,-1.7993,176003.88,38058113.4322,33361,20150130180000000
399006.SZ,20150202,1,1680.58,1667.12,1708.71,1660.05,1696.83,16.25,0.9669,160173.27,37366623.0934,33361,20150202180000000
399006.SZ,20150203,1,1696.83,1703.93,1762.73,1703.93,1750.91,54.08,3.1869,221070.01,54048167.2725,33361,20150203180000000
399006.SZ,20150204,1,1750.91,1753.77,1770.2,1743.02,1757.74,6.83,0.3903,216753.39,51146969.4616,33361,20150204180000000
399006.SZ,20150205,1,1757.74,1757.23,1809.72,1741.96,1774.31,16.57,0.9429,272682.83,66054608.7975,33361,20150205180000000
399006.SZ,20150206,1,1774.31,1772.35,1783.62,1725.64,1730.97,-43.35,-2.443,225544.74,55238834.4515,33361,20150206180000000
399006.SZ,20150209,1,1730.97,1727.22,1753.5,1702.56,1708.84,-22.12,-1.278,172740.77,41558933.2686,33361,20150209180000000
399006.SZ,20150210,1,1708.84,1707.26,1747.86,1700.88,1747.68,38.83,2.2723,147231.02,36367363.6098,33361,20150210180000000
399006.SZ,20150211,1,1747.68,1748.23,1783.24,1748.23,1772.84,25.17,1.4402,174291.04,45064382.7659,33361,20150211180000000
399006.SZ,20150212,1,1772.84,1777.22,1799.46,1776.35,1788.81,15.96,0.9005,188330.02,48114232.9929,33361,20150212180000000
399006.SZ,20150213,1,1788.81,1798.54,1828.24,1796.41,1825.49,36.68,2.0505,234346.4,59694768.3913,33361,20150213180000000
399006.SZ,20150216,1,1825.49,1836.71,1897.66,1836.71,1896.63,71.14,3.897,257011.81,66160895.2756,33361,20150216180000000
399006.SZ,20150217,1,1896.63,1908.18,1909.91,1873.17,1894.31,-2.32,-0.1224,208379.24,54925651.1807,33361,20150217180000000
399006.SZ,20150225,1,1894.31,1899.39,1909.65,1872.1,1876.74,-17.56,-0.927,220858.09,56275331.9618,33361,20150225180000000
399006.SZ,20150226,1,1876.74,1875.33,1891.78,1847.73,1880.39,3.64,0.1941,220579.48,54480476.9006,33361,20150226180000000
399006.SZ,20150227,1,1880.39,1880.63,1928.04,1880.63,1928.04,47.66,2.5344,250870.29,63018667.9801,33361,20150227180000000
399006.SZ,20150302,1,1928.04,1944.11,1987.8,1940.32,1986.99,58.94,3.0571,328695.3,85074776.5444,33361,20150302180000000
399006.SZ,20150303,1,1986.99,1987.33,2004.03,1961.01,1961.74,-25.24,-1.2704,336612.07,85460164.3425,33361,20150303180000000
399006.SZ,20150304,1,1961.74,1960.54,2011.08,1960.54,2009.83,48.08,2.4511,293293.29,75183977.8522,33361,20150304180000000
399006.SZ,20150305,1,2009.83,2015.7,2032.22,1997.46,2014.79,4.96,0.2467,303339.41,80855135.6093,33361,20150305180000000
399006.SZ,20150306,1,2014.79,2016.81,2018.18,1949.29,1951.4,-63.39,-3.1461,274541.84,70917911.5551,33361,20150306180000000
399006.SZ,20150309,1,1951.4,1941.42,1996.9,1932.82,1994.39,42.99,2.2031,237088.89,63647720.4032,33361,20150309180000000
399006.SZ,20150310,1,1994.39,2001.18,2048.3,2001.18,2045.32,50.93,2.5538,268797.82,72778651.497,33361,20150310180000000
399006.SZ,20150311,1,2045.32,2050.76,2054.77,2022.32,2035.83,-9.49,-0.4641,275486.27,75002270.0086,33361,20150311180000000
399006.SZ,20150312,1,2035.83,2034.62,2054.39,1984.91,2018.13,-17.7,-0.8693,275157.46,73241355.3842,33361,20150312180000000
399006.SZ,20150313,1,2018.13,2020.66,2070.95,2011.17,2069.07,50.94,2.5241,254750.91,67976887.6783,33361,20150313180000000
399006.SZ,20150316,1,2069.07,2088.2,2144.78,2088.2,2142.67,73.6,3.5572,347827.81,96233221.8131,33361,20150316180000000
399006.SZ,20150317,1,2142.67,2149.37,2164.49,2117.78,2137.46,-5.21,-0.2432,370317.44,101002173.2352,33361,20150317180000000
399006.SZ,20150318,1,2137.46,2138.37,2186.02,2124.98,2182.92,45.46,2.1267,377500.39,97714541.9932,33361,20150318180000000
399006.SZ,20150319,1,2182.92,2184.76,2192.55,2160.99,2183.88,0.96,0.0439,349835.56,91582239.0681,33361,20150319180000000
399006.SZ,20150320,1,2183.88,2187.47,2232.08,2187.01,2213.77,29.89,1.3686,357920.59,99762598.3866,33361,20150320180000000
399006.SZ,20150323,1,2213.77,2225.85,2293.92,2221.71,2293.65,79.88,3.6085,390473.12,112421410.8936,33361,20150323180000000
399006.SZ,20150324,1,2293.65,2310.51,2363.05,2253.2,2357.97,64.32,2.8043,483447.05,145633678.2019,33361,20150324180000000
