Wind代码,交易日期,货币代码,昨收盘价(点),开盘点位,最高点位,最低点位,收盘价,涨跌,涨跌幅(%),成交量(万股),成交金额(千元),gsid,gudt
000688.SH,2020/05/26,1,1212.09,1217.62,1272.92,1217.62,1272.66,60.57,4.9974,14362.3,7630162.523,32222,20200526180000000
000688.SH,2020/05/27,1,1272.66,1271.46,1281.21,1251.08,1253.27,-19.39,-1.5235,14722.96,7307129.463,32222,20200527180000000
000688.SH,2020/05/28,1,1253.27,1251.06,1256.22,1206.62,1232.22,-21.05,-1.6798,12700.99,6818270.294,32222,20200528180000000
000688.SH,2020/05/29,1,1232.22,1227.2,1267.43,1227.2,1246.11,13.89,1.1273,12588.18,6399930.542,32222,20200529180000000
000688.SH,2020/06/01,1,1246.11,1257.97,1309.96,1257.97,1300.74,54.63,4.3841,16855.06,8132469.971,32222,20200601180000000
000688.SH,2020/06/02,1,1300.74,1305.8,1312.52,1294.22,1305.64,4.9,0.3764,16037.07,7868216.477,32222,20200602180000000
000688.SH,2020/06/03,1,1305.64,1305.73,1314.14,1293.6,1294.28,-11.36,-0.8698,15789.17,8058759.613,32222,20200603180000000
000688.SH,2020/06/04,1,1294.28,1295.16,1306.07,1291.21,1299.8,5.52,0.4267,18657.32,8839019.342,32222,20200604180000000
000688.SH,2020/06/05,1,1299.8,1300.25,1307.89,1292.05,1297.31,-2.5,-0.1922,15972.62,7942238.755,32222,20200605180000000
000688.SH,2020/06/08,1,1297.31,1306.5,1311.68,1277.29,1280.05,-17.25,-1.3299,14941.83,7494594.48,32222,20200608180000000
000688.SH,2020/06/09,1,1280.05,1277.45,1278.85,1269.11,1278.51,-1.55,-0.1208,12020.87,6203253.14,32222,20200609180000000
000688.SH,2020/06/10,1,1278.51,1278.07,1278.07,1265.11,1269.98,-8.53,-0.6671,10741.94,5630716.684,32222,20200610180000000
000688.SH,2020/06/11,1,1269.98,1270.72,1294.34,1265.38,1273.59,3.61,0.2844,13094.38,7450702.542,32222,20200611180000000
000688.SH,2020/06/12,1,1273.59,1246.8,1268.46,1246.8,1262.29,-11.3,-0.8872,10442.87,5577966.199,32222,20200612180000000
000688.SH,2020/06/15,1,1262.29,1262.48,1271.91,1249.58,1249.91,-12.38,-0.9809,12256.73,6469036.772,32222,20200615180000000
000688.SH,2020/06/16,1,1249.91,1259.09,1289.13,1259.09,1289.13,39.23,3.1383,13384.97,6992847.317,32222,20200616180000000
000688.SH,2020/06/17,1,1289.13,1291.04,1299.78,1280.52,1291.12,1.98,0.1538,15139.14,7454875.419,32222,20200617180000000
000688.SH,2020/06/18,1,1291.12,1289.77,1304.49,1286.47,1302.37,11.25,0.8716,13934.46,7219348.306,32222,20200618180000000
000688.SH,2020/06/19,1,1302.37,1301.02,1329.2,1301.02,1325.15,22.78,1.7488,12296.28,6788467.329,32222,20200619180000000
000688.SH,2020/06/22,1,1325.15,1347.94,1380.37,1347.94,1371.21,46.06,3.4759,20349.44,9865516.13,32222,20200622180000000
000688.SH,2020/06/23,1,1371.21,1365.33,1407.19,1365.33,1407.19,35.99,2.6244,14135.24,8323992.18,32222,20200623180000000
000688.SH,2020/06/24,1,1407.19,1408.55,1432.99,1406.87,1424.28,17.08,1.2141,18940.34,9630707.788,32222,20200624180000000
000688.SH,2020/06/29,1,1424.28,1415.91,1415.91,1393.71,1401.64,-22.63,-1.5891,15775.58,7827671.387,32222,20200629180000000
000688.SH,2020/06/30,1,1401.64,1410.58,1454.31,1410.58,1447.89,46.24,3.2991,15592.47,8641332.189,32222,20200630180000000
000688.SH,2020/07/01,1,1447.89,1453.25,1459.77,1417.6,1439.88,-8.01,-0.5531,16710.02,9753076.02,32222,20200701180000000
000688.SH,2020/07/02,1,1439.88,1439.01,1452.74,1424.15,1437.05,-2.83,-0.1962,17766.16,9546541.482,32222,20200702180000000
000688.SH,2020/07/03,1,1437.05,1435.08,1441.09,1408.08,1438.59,1.53,0.1067,18123.6,9372061.461,32222,20200703180000000
000688.SH,2020/07/06,1,1438.59,1445.61,1547.14,1444.69,1538.4,99.82,6.9385,35175.77,14861290.797,32222,20200706180000000
000688.SH,2020/07/07,1,1538.4,1550.3,1617.6,1550.3,1572.19,33.79,2.1962,35766.57,17742340.912,32222,20200707180000000
000688.SH,2020/07/08,1,1572.19,1572.78,1608.19,1555.31,1599.91,27.72,1.7629,25289.19,12947697.137,32222,20200708180000000
000688.SH,2020/07/09,1,1599.91,1596.98,1681.91,1594.26,1666.85,66.94,4.1843,34875.82,16735280.743,32222,20200709180000000
000688.SH,2020/07/10,1,1666.85,1653.5,1682.62,1633.18,1654.83,-12.02,-0.7213,27489.05,14754461.259,32222,20200710180000000
000688.SH,2020/07/13,1,1654.83,1647.18,1721.98,1640.98,1721.98,67.15,4.0578,30481.19,16286114.953,32222,20200713180000000
000688.SH,2020/07/14,1,1721.98,1714.87,1726.19,1647.64,1701.58,-20.39,-1.1843,34826.77,18263879.891,32222,20200714180000000
000688.SH,2020/07/15,1,1701.58,1702.58,1707.63,1611.91,1612.03,-89.55,-5.2626,29269.89,15509341.332,32222,20200715180000000
000688.SH,2020/07/16,1,1612.03,1606.44,1612.33,1460.64,1469.8,-142.24,-8.8235,25691.23,13573675.177,32222,20200716180000000
000688.SH,2020/07/17,1,1469.8,1475.46,1495.91,1425.64,1443.4,-26.4,-1.7963,15463.5,9095774.185,32222,20200717180000000
000688.SH,2020/07/20,1,1443.4,1459.78,1463.71,1388.28,1459.03,15.64,1.0834,17325.61,9322146.998,32222,20200720180000000
000688.SH,2020/07/21,1,1459.03,1456.49,1499.85,1454.59,1490.17,31.14,2.1341,16422.56,8408828.486,32222,20200721180000000
000688.SH,2020/07/22,1,1490.17,1474.02,1519.12,1468.11,1497.23,7.06,0.4737,30126.07,14216005.142,32222,20200722180000000
000688.SH,2020/07/23,1,1497.23,1487.2,1512.47,1459.73,1494.14,-3.09,-0.2065,23244.65,12261107.517,32222,20200723180000000
000688.SH,2020/07/24,1,1494.14,1467.1,1474.46,1389.31,1389.31,-104.83,-7.0164,31775.86,13642531.053,32222,20200724180000000
000688.SH,2020/07/27,1,1389.31,1396.49,1403.11,1361.98,1374.52,-14.79,-1.0643,15796.56,9262175.682,32222,20200727180000000
000688.SH,2020/07/28,1,1374.52,1385.79,1404.9,1383.28,1400.54,26.02,1.8928,14427.37,8295218.412,32222,20200728180000000
000688.SH,2020/07/29,1,1400.54,1400.92,1476.92,1395.97,1476.92,76.39,5.4543,19501.57,11783652.653,32222,20200729180000000
000688.SH,2020/07/30,1,1476.92,1484.43,1496.27,1467.8,1472.79,-4.13,-0.2799,17063.08,10357443.366,32222,20200730180000000
000688.SH,2020/07/31,1,1472.79,1469.1,1513.76,1467.78,1512.98,40.18,2.7285,17183.55,11213656.927,32222,20200731180000000
000688.SH,2020/08/03,1,1512.98,1533.23,1622.81,1533.23,1622.81,109.84,7.2597,26274.04,16328057.368,32222,20200803180000000
000688.SH,2020/08/04,1,1622.81,1620.79,1628.14,1555.9,1566.06,-56.76,-3.4975,20362.75,13520445.481,32222,20200804180000000
000688.SH,2020/08/05,1,1566.06,1592.39,1597.47,1556.68,1588.62,22.57,1.441,17309.71,11807486.817,32222,20200805180000000
000688.SH,2020/08/06,1,1588.62,1582.47,1589.75,1552.54,1573.87,-14.75,-0.9287,17544.48,11076026.531,32222,20200806180000000
000688.SH,2020/08/07,1,1573.87,1561.86,1568.56,1492.25,1526.8,-47.07,-2.9904,19259.68,11553917.172,32222,20200807180000000
000688.SH,2020/08/10,1,1526.8,1520.1,1555.68,1507.27,1535.6,8.79,0.576,17739.91,10912846.853,32222,20200810180000000
000688.SH,2020/08/11,1,1535.6,1531.6,1539.84,1490.83,1491.84,-43.76,-2.8494,16133.33,9243212.188,32222,20200811180000000
000688.SH,2020/08/12,1,1491.84,1485.56,1488.88,1422.73,1458.64,-33.2,-2.2254,17244.85,10245608.342,32222,20200812180000000
000688.SH,2020/08/13,1,1458.64,1465.6,1482.63,1453.38,1468.23,9.59,0.6572,13485.61,7562335.762,32222,20200813180000000
000688.SH,2020/08/14,1,1468.23,1466.8,1486.4,1453.74,1484.04,15.81,1.0769,12532.98,7095342.345,32222,20200814180000000
000688.SH,2020/08/17,1,1484.04,1486.81,1501.25,1471.92,1496.4,12.36,0.8328,16529.67,8864030.518,32222,20200817180000000
000688.SH,2020/08/18,1,1496.4,1496.42,1512.76,1492.96,1512.51,16.11,1.0765,15508.75,8824709.276,32222,20200818180000000
000688.SH,2020/08/19,1,1512.51,1516.98,1517.89,1470.34,1472.02,-40.49,-2.6769,16835.98,8960456.579,32222,20200819180000000
000688.SH,2020/08/20,1,1472.02,1460.03,1473.05,1438.46,1442.58,-29.44,-2.0001,11733.51,6519855.225,32222,20200820180000000
000688.SH,2020/08/21,1,1442.58,1447.8,1467.98,1443.52,1447.71,5.13,0.3559,12085.39,6655117.626,32222,20200821180000000
000688.SH,2020/08/24,1,1447.71,1453.49,1457.58,1421.89,1450.67,2.95,0.204,11974.2,7208216.145,32222,20200824180000000
000688.SH,2020/08/25,1,1450.67,1449.54,1462.9,1424.42,1427.7,-22.96,-1.5829,11776.18,6891861.661,32222,20200825180000000
000688.SH,2020/08/26,1,1427.7,1422.0,1430.79,1377.21,1383.3,-44.4,-3.1099,15432.57,8563638.347,32222,20200826180000000
000688.SH,2020/08/27,1,1383.3,1389.94,1429.96,1380.12,1417.56,34.25,2.4762,13319.65,7946587.122,32222,20200827180000000
000688.SH,2020/08/28,1,1417.56,1415.65,1416.82,1393.85,1413.64,-3.92,-0.2766,13017.81,7933412.085,32222,20200828180000000
000688.SH,2020/08/31,1,1413.64,1417.66,1441.46,1417.66,1423.24,9.6,0.679,14641.92,8517663.476,32222,20200831180000000
000688.SH,2020/09/01,1,1423.24,1424.43,1435.65,1419.6,1426.65,3.42,0.2399,11499.85,6917384.272,32222,20200901180000000
000688.SH,2020/09/02,1,1426.65,1430.87,1434.92,1411.84,1422.95,-3.7,-0.2592,11276.51,6792563.631,32222,20200902180000000
000688.SH,2020/09/03,1,1422.95,1422.42,1423.89,1396.11,1402.14,-20.81,-1.4623,10698.31,6601255.897,32222,20200903180000000
000688.SH,2020/09/04,1,1402.14,1377.39,1396.0,1371.16,1390.28,-11.86,-0.8459,10254.95,6789233.61,32222,20200904180000000
000688.SH,2020/09/07,1,1390.28,1387.49,1394.9,1349.77,1356.7,-33.58,-2.4157,12713.65,8171898.1,32222,20200907180000000
000688.SH,2020/09/08,1,1356.7,1356.82,1363.28,1328.92,1344.61,-12.09,-0.8909,10786.29,5879893.345,32222,20200908180000000
000688.SH,2020/09/09,1,1344.61,1331.43,1332.07,1289.35,1298.08,-46.53,-3.4608,20037.77,6704617.927,32222,20200909180000000
000688.SH,2020/09/10,1,1298.08,1309.32,1321.06,1276.5,1280.19,-17.89,-1.3782,13175.97,5940345.039,32222,20200910180000000
000688.SH,2020/09/11,1,1280.19,1279.84,1313.85,1272.84,1312.51,32.32,2.5249,8836.08,4536256.433,32222,20200911180000000
000688.SH,2020/09/14,1,1312.51,1334.98,1372.83,1334.98,1348.07,35.56,2.7091,13588.42,7465576.016,32222,20200914180000000
000688.SH,2020/09/15,1,1348.07,1348.79,1372.44,1334.82,1364.6,16.53,1.2264,11039.74,6141385.534,32222,20200915180000000
000688.SH,2020/09/16,1,1364.6,1363.32,1364.42,1341.68,1349.67,-14.93,-1.0941,8515.06,4854102.012,32222,20200916180000000
000688.SH,2020/09/17,1,1349.67,1347.45,1393.85,1335.03,1383.59,33.92,2.5131,21173.89,8388528.598,32222,20200917180000000
000688.SH,2020/09/18,1,1383.59,1386.38,1403.92,1379.92,1403.9,20.31,1.4678,15998.54,7104391.758,32222,20200918180000000
000688.SH,2020/09/21,1,1403.9,1407.07,1411.5,1390.9,1397.75,-6.15,-0.4382,12498.04,6340684.851,32222,20200921180000000
000688.SH,2020/09/22,1,1397.75,1389.78,1403.26,1379.01,1390.09,-7.66,-0.548,12044.3,6349860.539,32222,20200922180000000
000688.SH,2020/09/23,1,1390.09,1401.37,1440.64,1400.28,1423.9,33.82,2.4327,20504.19,9157182.208,32222,20200923180000000
000688.SH,2020/09/24,1,1423.9,1412.16,1416.38,1392.01,1394.93,-28.98,-2.0351,15142.39,7076034.233,32222,20200924180000000
000688.SH,2020/09/25,1,1394.93,1399.39,1402.68,1360.55,1364.02,-30.9,-2.2153,10852.28,5371919.516,32222,20200925180000000
000688.SH,2020/09/28,1,1364.02,1367.46,1369.04,1335.99,1338.95,-25.07,-1.8381,9111.15,5025036.561,32222,20200928180000000
000688.SH,2020/09/29,1,1338.95,1345.99,1403.43,1345.99,1389.96,51.01,3.8097,11030.75,6719440.318,32222,20200929180000000
000688.SH,2020/09/30,1,1389.96,1394.86,1431.88,1393.91,1418.8,28.83,2.0744,11406.47,7034719.087,32222,20200930180000000
000688.SH,2020/10/09,1,1418.8,1446.52,1467.98,1446.52,1465.96,47.16,3.3242,15450.03,8687652.104,32222,20201009180000000
000688.SH,2020/10/12,1,1465.96,1475.26,1491.6,1469.65,1490.58,24.62,1.6792,19189.63,10657420.323,32222,20201012180000000
000688.SH,2020/10/13,1,1490.58,1491.85,1498.83,1485.13,1497.6,7.02,0.471,13878.48,8196972.326,32222,20201013180000000
000688.SH,2020/10/14,1,1497.6,1495.34,1498.0,1481.12,1488.67,-8.93,-0.596,13865.07,7986257.957,32222,20201014180000000
000688.SH,2020/10/15,1,1488.67,1489.38,1493.0,1451.88,1453.79,-34.88,-2.3431,10478.54,6467438.353,32222,20201015180000000
000688.SH,2020/10/16,1,1453.79,1457.15,1461.83,1429.08,1438.53,-15.26,-1.0497,10426.3,6278843.051,32222,20201016180000000
000688.SH,2020/10/19,1,1438.53,1444.84,1446.49,1411.27,1412.15,-26.38,-1.8338,10050.7,5973854.725,32222,20201019180000000
000688.SH,2020/10/20,1,1412.15,1413.87,1428.08,1402.71,1426.18,14.03,0.9937,8912.59,5289449.972,32222,20201020180000000
000688.SH,2020/10/21,1,1426.18,1427.24,1429.45,1396.12,1396.98,-29.2,-2.0477,10778.25,6131906.422,32222,20201021180000000
000688.SH,2020/10/22,1,1396.98,1395.13,1395.13,1373.51,1376.58,-20.4,-1.4601,8562.52,4610393.295,32222,20201022180000000
000688.SH,2020/10/23,1,1376.58,1380.37,1389.52,1336.37,1336.53,-40.05,-2.9096,9938.95,6247620.713,32222,20201023180000000
