Wind代码,交易日期,货币代码,昨收盘价(点),开盘点位,最高点位,最低点位,收盘价,涨跌,涨跌幅(%),成交量(万股),成交金额(千元),gsid,gudt
000016.SH,2003/12/31,1,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,31989,20031231180000000
000016.SH,2004/01/02,1,1000.0,997.0,1021.57,993.89,1011.35,11.35,1.1347,80646.53,5742758.967,31989,20040102180000000
000016.SH,2004/01/05,1,1011.35,1008.28,1060.9,1008.28,1060.8,49.45,4.8899,144681.8,10706463.941,31989,20040105180000000
000016.SH,2004/01/06,1,1060.8,1059.14,1086.69,1059.1,1075.66,14.86,1.4004,169913.34,12416997.345,31989,20040106180000000
000016.SH,2004/01/07,1,1075.66,1075.56,1095.84,1070.98,1086.3,10.65,0.9898,137294.19,10352534.788,31989,20040107180000000
000016.SH,2004/01/08,1,1086.3,1087.68,1108.29,1082.51,1102.66,16.36,1.5059,107804.27,8188926.758,31989,20040108180000000
000016.SH,2004/01/09,1,1102.66,1105.77,1115.46,1079.07,1081.79,-20.88,-1.8933,134674.42,10548445.392,31989,20040109180000000
000016.SH,2004/01/12,1,1081.79,1081.81,1117.51,1079.77,1116.8,35.01,3.2367,102339.43,8376568.721,31989,20040112180000000
000016.SH,2004/01/13,1,1116.8,1120.15,1123.66,1089.63,1102.34,-14.46,-1.2946,98371.89,7989281.144,31989,20040113180000000
000016.SH,2004/01/14,1,1102.34,1101.44,1101.67,1076.87,1079.72,-22.62,-2.0521,71204.99,5343577.668,31989,20040114180000000
000016.SH,2004/01/15,1,1079.72,1078.53,1088.67,1070.73,1073.98,-5.74,-0.5319,61792.07,4755875.01,31989,20040115180000000
000016.SH,2004/01/16,1,1073.98,1076.64,1087.82,1067.85,1083.65,9.68,0.9009,71741.67,5520318.13,31989,20040116180000000
000016.SH,2004/01/29,1,1083.65,1086.66,1101.03,1084.46,1100.6,16.95,1.5643,57912.3,4529581.998,31989,20040129180000000
000016.SH,2004/01/30,1,1100.6,1102.17,1103.7,1066.44,1067.55,-33.05,-3.003,77611.18,5943973.87,31989,20040130180000000
000016.SH,2004/02/02,1,1067.55,1107.49,1116.31,1069.97,1091.73,24.18,2.2646,154329.22,11668205.473,31989,20040202180000000
000016.SH,2004/02/03,1,1091.73,1091.86,1103.24,1084.39,1102.95,11.22,1.0282,84111.07,6827915.398,31989,20040203180000000
000016.SH,2004/02/04,1,1102.95,1104.74,1130.14,1104.74,1128.44,25.49,2.311,105349.9,8915089.429,31989,20040204180000000
000016.SH,2004/02/05,1,1128.44,1135.62,1136.42,1118.17,1127.9,-0.55,-0.0484,97743.14,8521830.2,31989,20040205180000000
000016.SH,2004/02/06,1,1127.9,1125.49,1139.09,1108.91,1122.08,-5.81,-0.5154,111403.37,9086959.709,31989,20040206180000000
000016.SH,2004/02/09,1,1122.08,1122.29,1134.91,1122.28,1134.61,12.53,1.1164,85983.05,7038850.173,31989,20040209180000000
000016.SH,2004/02/10,1,1134.61,1137.72,1141.99,1116.93,1120.96,-13.65,-1.2031,86627.8,7084279.413,31989,20040210180000000
000016.SH,2004/02/11,1,1120.96,1121.81,1123.77,1100.24,1110.06,-10.9,-0.9724,92463.2,7161101.296,31989,20040211180000000
000016.SH,2004/02/12,1,1110.06,1110.84,1122.48,1092.29,1094.11,-15.95,-1.4368,95815.97,7735862.225,31989,20040212180000000
000016.SH,2004/02/13,1,1094.11,1094.0,1105.82,1088.86,1096.36,2.25,0.2056,69048.21,5758474.874,31989,20040213180000000
000016.SH,2004/02/16,1,1096.36,1098.86,1124.36,1098.86,1123.75,27.39,2.4979,76234.1,6197794.454,31989,20040216180000000
000016.SH,2004/02/17,1,1123.75,1127.1,1132.71,1121.28,1123.62,-0.13,-0.0116,88158.97,7856931.164,31989,20040217180000000
000016.SH,2004/02/18,1,1123.62,1123.7,1136.53,1119.63,1129.28,5.66,0.5035,80937.11,7208809.235,31989,20040218180000000
000016.SH,2004/02/19,1,1129.28,1130.4,1138.08,1119.67,1122.38,-6.9,-0.6106,71308.05,6217181.258,31989,20040219180000000
000016.SH,2004/02/20,1,1122.38,1122.93,1125.37,1112.94,1124.66,2.28,0.2032,59887.59,5258601.253,31989,20040220180000000
000016.SH,2004/02/23,1,1124.66,1126.23,1129.52,1092.01,1093.14,-31.52,-2.803,88025.09,7258275.895,31989,20040223180000000
000016.SH,2004/02/24,1,1093.14,1090.25,1095.94,1072.33,1093.1,-0.04,-0.0032,84493.82,6881090.367,31989,20040224180000000
000016.SH,2004/02/25,1,1093.1,1094.43,1104.35,1067.13,1070.36,-22.74,-2.0803,80640.55,6373129.92,31989,20040225180000000
000016.SH,2004/02/26,1,1070.36,1068.12,1080.23,1061.2,1079.9,9.54,0.8908,81008.9,6041586.122,31989,20040226180000000
000016.SH,2004/02/27,1,1079.9,1081.71,1090.89,1079.93,1088.72,8.83,0.8175,72930.69,5654382.402,31989,20040227180000000
000016.SH,2004/03/01,1,1088.72,1089.65,1095.23,1076.08,1094.24,5.52,0.5067,64417.15,5297533.595,31989,20040301180000000
000016.SH,2004/03/02,1,1094.24,1096.1,1099.71,1086.72,1093.39,-0.85,-0.0778,55773.18,4608231.808,31989,20040302180000000
000016.SH,2004/03/03,1,1093.39,1093.36,1093.74,1067.94,1072.64,-20.75,-1.8979,52148.19,4177177.058,31989,20040303180000000
000016.SH,2004/03/04,1,1072.64,1070.9,1079.27,1061.89,1078.35,5.71,0.5322,48104.33,3854363.357,31989,20040304180000000
000016.SH,2004/03/05,1,1078.35,1080.34,1083.14,1070.3,1071.58,-6.77,-0.6275,33650.27,2754915.383,31989,20040305180000000
