Wind代码,交易日期,货币代码,昨收盘价(点),开盘点位,最高点位,最低点位,收盘价,涨跌,涨跌幅(%),成交量(万股),成交金额(千元),gsid,gudt
000510.SH,2004/12/31,1,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,82982.11,5054532.249,32191,20041231180000000
000510.SH,2005/01/04,1,1000.0,995.42,995.42,982.74,984.64,-15.36,-1.536,78567.35,4570103.48,32191,20050104180000000
000510.SH,2005/01/05,1,984.64,983.55,999.17,983.48,996.04,11.39,1.1573,85814.52,5258632.526,32191,20050105180000000
000510.SH,2005/01/06,1,996.04,996.75,996.75,984.33,987.06,-8.97,-0.9008,72371.1,4400627.233,32191,20050106180000000
000510.SH,2005/01/07,1,987.06,986.33,999.62,984.03,988.33,1.27,0.1284,83114.53,5299631.499,32191,20050107180000000
000510.SH,2005/01/10,1,988.33,987.78,997.7,984.35,997.7,9.37,0.9477,69839.08,4444326.305,32191,20050110180000000
000510.SH,2005/01/11,1,997.7,997.9,1002.72,994.39,1000.49,2.8,0.2802,69227.25,4303314.613,32191,20050111180000000
000510.SH,2005/01/12,1,1000.49,997.17,999.04,991.77,999.04,-1.45,-0.1454,61994.32,3720451.727,32191,20050112180000000
000510.SH,2005/01/13,1,999.04,998.12,1001.96,995.97,999.76,0.72,0.0719,78110.91,4917859.205,32191,20050113180000000
000510.SH,2005/01/14,1,999.76,999.52,1007.21,990.57,990.76,-9.0,-0.9003,90519.76,5082607.156,32191,20050114180000000
000510.SH,2005/01/17,1,990.76,981.7,983.62,968.35,970.36,-20.39,-2.0584,97799.1,5397957.01,32191,20050117180000000
000510.SH,2005/01/18,1,970.36,970.12,978.54,964.66,978.54,8.18,0.8432,98739.76,5372067.415,32191,20050118180000000
000510.SH,2005/01/19,1,978.54,978.15,978.15,969.62,971.61,-6.94,-0.709,85054.56,4472392.42,32191,20050119180000000
000510.SH,2005/01/20,1,971.61,967.91,967.91,956.75,960.7,-10.9,-1.122,97588.81,5454470.528,32191,20050120180000000
000510.SH,2005/01/21,1,960.7,958.98,985.16,948.97,984.76,24.06,2.5043,170986.64,9475838.91,32191,20050121180000000
000510.SH,2005/01/24,1,984.76,995.58,1001.13,989.78,1000.66,15.89,1.6141,176220.08,9953814.498,32191,20050124180000000
000510.SH,2005/01/25,1,1000.66,998.0,998.0,987.08,997.83,-2.83,-0.2824,114032.62,6867861.47,32191,20050125180000000
000510.SH,2005/01/26,1,997.83,993.69,998.03,988.43,989.12,-8.71,-0.873,88508.56,5208547.421,32191,20050126180000000
000510.SH,2005/01/27,1,989.12,986.58,986.58,973.09,973.41,-15.71,-1.5887,85181.09,4828870.887,32191,20050127180000000
000510.SH,2005/01/28,1,973.41,973.41,973.78,963.28,966.33,-7.08,-0.7268,74916.6,4066343.061,32191,20050128180000000
000510.SH,2005/01/31,1,966.33,962.72,962.72,947.58,948.54,-17.79,-1.8411,85256.24,4618280.81,32191,20050131180000000
000510.SH,2005/02/01,1,948.54,946.71,957.78,945.76,947.53,-1.01,-0.1066,91991.41,5066209.822,32191,20050201180000000
