交易日期,logret1,logret2,logret3,logret4,logret5,logret6,logret7,logret8,logret9,logret10,logret11,logret12,logret13,logret14,volume1,volume2,volume3,volume4,volume5,volume6,volume7,volume8,volume9,volume10,volume11,volume12,volume13,volume14,ret_1,ret_20,ret_60,ret_120,ret_acc,vol_5,vol_10,vol_20,vol_ratio,body,upper,lower,vol_z,pos_20,ret_prod_1,ret_prod_W,vol_prod_1,vol_prod_W,open,close,high,low,label,future_ret_H,logret
2014/09/09,0.7707031110935193,0.03259721842195858,0.6480848236642736,0.6105281472700408,1.3652049356412657,1.8715154284576083,0.9022568177498925,-1.2460702318767949,0.5585892781333941,-2.339268919136818,-0.8533325831550925,0.5581696814043862,-0.20217016040690822,-0.24379883388434187,1.301231746217872,1.1687385120940361,1.9151793543818003,2.3046237534045506,1.3632444412113391,0.11571016330963864,-0.5554150350879407,0.05432004055304599,-0.1433241706353165,1.182657292322748,0.8868687107289976,1.202217776936222,1.0877302913619298,1.7329715378264727,0.7707031110935193,1.751633021013943,1.4590461713672433,1.6752297263001634,-0.701008425142664,-1.3840288648230883,1.446596976821633,0.5449680780273006,-1.9227740527264194,0.6860824732650681,-0.5835191325408384,-0.10583339268251708,0.6279472636844642,1.714998599707015,0.20325116680164967,1.4677087967890179,-0.545363419322699,-0.05707883819405056,1454.3,1469.03,1469.03,1449.06,1,0.010576735200631076,0.011047642753715291
2014/09/10,0.7030513761397562,0.7707031110935193,0.03259721842195858,0.6480848236642736,0.6105281472700408,1.3652049356412657,1.8715154284576083,0.9022568177498925,-1.2460702318767949,0.5585892781333941,-2.339268919136818,-0.8533325831550925,0.5581696814043862,-0.20217016040690822,1.450760329440559,1.301231746217872,1.1687385120940361,1.9151793543818003,2.3046237534045506,1.3632444412113391,0.11571016330963864,-0.5554150350879407,0.05432004055304599,-0.1433241706353165,1.182657292322748,0.8868687107289976,1.202217776936222,1.0877302913619298,0.7030513761397562,1.806847426003221,1.6907574030803034,1.7094467533204176,-0.9409801667667433,-1.8397299276131642,-0.8111199310694345,0.6293590279943637,-1.8576917276375724,0.8950776194914377,-0.5438148603359886,-0.5693466026413304,0.810482134835143,1.8763581158304834,0.8599212557245418,1.322537058369662,-0.34256700639562987,0.12266816832310047,1466.87,1484.65,1484.96,1465.05,1,0.0027242016612102375,0.010576735200631076
2014/09/11,-0.16749795836712764,0.7030513761397562,0.7707031110935193,0.03259721842195858,0.6480848236642736,0.6105281472700408,1.3652049356412657,1.8715154284576083,0.9022568177498925,-1.2460702318767949,0.5585892781333941,-2.339268919136818,-0.8533325831550925,0.5581696814043862,2.1851022367114816,1.450760329440559,1.301231746217872,1.1687385120940361,1.9151793543818003,2.3046237534045506,1.3632444412113391,0.11571016330963864,-0.5554150350879407,0.05432004055304599,-0.1433241706353165,1.182657292322748,0.8868687107289976,1.202217776936222,-0.16749795836712764,1.677103997620763,1.8118899451037944,2.263599765975159,-1.1850674785194115,-1.4434531335542333,-0.6083414725871787,0.6666811679928055,-1.4418688645393827,-0.37623530669510624,1.374421857519487,0.23176668737584086,1.6538424507617142,1.6078283863861407,-0.012988225293504345,-0.07914485248619418,0.43296740215302637,1.02245790131247,1486.92,1488.7,1504.11,1478.97,1,0.015245589875133966,0.0027242016612102375
2014/09/12,1.1959230053991348,-0.16749795836712764,0.7030513761397562,0.7707031110935193,0.03259721842195858,0.6480848236642736,0.6105281472700408,1.3652049356412657,1.8715154284576083,0.9022568177498925,-1.2460702318767949,0.5585892781333941,-2.339268919136818,-0.8533325831550925,1.2867072982763292,2.1851022367114816,1.450760329440559,1.301231746217872,1.1687385120940361,1.9151793543818003,2.3046237534045506,1.3632444412113391,0.11571016330963864,-0.5554150350879407,0.05432004055304599,-0.1433241706353165,1.182657292322748,0.8868687107289976,1.1959230053991348,2.201816389288953,2.386612934172215,2.1109370758426067,-1.6211878023941921,-1.062582973118295,-1.8819478686583906,0.5798835065759531,0.0860353205957108,1.2176296860956228,-0.6091955247711867,-0.7778645656266227,0.6259008011315859,1.9641313339165005,0.11115180408407123,2.082008769686949,0.22092058880630758,0.01620244326043224,1488.98,1511.57,1511.57,1488.75,1,0.015420622447120691,0.015245589875133966
2014/09/15,1.1697744392576925,1.1959230053991348,-0.16749795836712764,0.7030513761397562,0.7707031110935193,0.03259721842195858,0.6480848236642736,0.6105281472700408,1.3652049356412657,1.8715154284576083,0.9022568177498925,-1.2460702318767949,0.5585892781333941,-2.339268919136818,1.6854602633423148,1.2867072982763292,2.1851022367114816,1.450760329440559,1.301231746217872,1.1687385120940361,1.9151793543818003,2.3046237534045506,1.3632444412113391,0.11571016330963864,-0.5554150350879407,0.05432004055304599,-0.1433241706353165,1.182657292322748,1.1697744392576925,2.1180863456698615,2.2806684319243296,2.269158842982915,-1.5882542761744831,-1.094568711400436,-1.80467112716784,0.6776492228032486,-0.02674171402933888,1.025349928767423,-0.5518018303148102,-0.7794365189972567,1.0906912881218382,2.2506965820509697,1.9145188865777476,2.304576064603819,-0.09689917905917182,0.5386384493867146,1514.15,1535.06,1535.46,1513.98,0,-0.033976582446194975,0.015420622447120691
2014/09/16,-3.555226209903631,1.1697744392576925,1.1959230053991348,-0.16749795836712764,0.7030513761397562,0.7707031110935193,0.03259721842195858,0.6480848236642736,0.6105281472700408,1.3652049356412657,1.8715154284576083,0.9022568177498925,-1.2460702318767949,0.5585892781333941,2.231902044134908,1.6854602633423148,1.2867072982763292,2.1851022367114816,1.450760329440559,1.301231746217872,1.1687385120940361,1.9151793543818003,2.3046237534045506,1.3632444412113391,0.11571016330963864,-0.5554150350879407,0.05432004055304599,-0.1433241706353165,-3.555226209903631,0.35215498815201685,1.4670101697929379,1.5560635198994985,-1.6942574506501558,3.7811195665317685,3.0877572870715335,3.682684133100991,1.530676675202452,-3.8689842704745816,4.61752761231159,4.597518699816224,1.7119291201838096,0.24785404939494388,-4.176056768953103,-4.245931746747917,1.0588858283799853,1.3677513620569608,1537.38,1483.78,1537.38,1483.51,1,0.011232157546777782,-0.033976582446194975
2014/09/17,0.6756284765763508,-3.555226209903631,1.1697744392576925,1.1959230053991348,-0.16749795836712764,0.7030513761397562,0.7707031110935193,0.03259721842195858,0.6480848236642736,0.6105281472700408,1.3652049356412657,1.8715154284576083,0.9022568177498925,-1.2460702318767949,0.15510374626566617,2.231902044134908,1.6854602633423148,1.2867072982763292,2.1851022367114816,1.450760329440559,1.301231746217872,1.1687385120940361,1.9151793543818003,2.3046237534045506,1.3632444412113391,0.11571016330963864,-0.5554150350879407,0.05432004055304599,0.6756284765763508,0.5149350693433968,1.4737478755145628,1.5619423949278226,-1.6093177582999678,3.3478978289207055,2.7144322779612136,3.268177323434762,1.5880560459707398,0.573503180291687,-0.5537076865373267,0.4297053653629861,-0.5560453397346568,0.5761315698108652,-2.7738344870966363,0.8923060927131691,-1.6326149917209833,-1.2056316975912738,1485.6,1500.54,1500.54,1473.92,1,0.009940169443128576,0.011232157546777782
2014/09/18,0.5243636107354167,0.6756284765763508,-3.555226209903631,1.1697744392576925,1.1959230053991348,-0.16749795836712764,0.7030513761397562,0.7707031110935193,0.03259721842195858,0.6480848236642736,0.6105281472700408,1.3652049356412657,1.8715154284576083,0.9022568177498925,-0.07366832939944308,0.15510374626566617,2.231902044134908,1.6854602633423148,1.2867072982763292,2.1851022367114816,1.450760329440559,1.301231746217872,1.1687385120940361,1.9151793543818003,2.3046237534045506,1.3632444412113391,0.11571016330963864,-0.5554150350879407,0.5243636107354167,0.7682711900116965,1.6203089289150276,2.044740432042815,-1.634063195455207,3.0247378941527914,2.482921751598092,2.958438615086919,1.5947009674691424,0.5008955767346441,-0.5231423301697676,-0.6726428521635857,-0.7547528550859838,0.7921492215809692,0.6384801518594717,0.7633798111418779,-0.2963687990302591,-1.3565337612445887,1501.11,1515.53,1515.53,1501.11,1,0.013741889821561727,0.009940169443128576
2014/09/19,0.865267493646039,0.5243636107354167,0.6756284765763508,-3.555226209903631,1.1697744392576925,1.1959230053991348,-0.16749795836712764,0.7030513761397562,0.7707031110935193,0.03259721842195858,0.6480848236642736,0.6105281472700408,1.3652049356412657,1.8715154284576083,-0.2107996676045644,-0.07366832939944308,0.15510374626566617,2.231902044134908,1.6854602633423148,1.2867072982763292,2.1851022367114816,1.450760329440559,1.301231746217872,1.1687385120940361,1.9151793543818003,2.3046237534045506,1.3632444412113391,0.11571016330963864,0.865267493646039,1.119670010931253,1.5426234285105374,2.560583047908742,-1.2982629720403889,2.6850411045089326,2.3684796113291195,2.7690214833135394,1.456265943060924,0.8163137582126535,-0.41764559849235455,-0.6726428521635857,-0.8510642026534656,1.1549955220010513,0.7830289645285586,1.4026443475410233,-0.06789172748564098,-1.3411692544599985,1516.69,1536.5,1537.49,1516.69,0,-0.006450961283209262,0.013741889821561727
2014/09/22,-1.0209199486857836,0.865267493646039,0.5243636107354167,0.6756284765763508,-3.555226209903631,1.1697744392576925,1.1959230053991348,-0.16749795836712764,0.7030513761397562,0.7707031110935193,0.03259721842195858,0.6480848236642736,0.6105281472700408,1.3652049356412657,-0.09927143278616492,-0.2107996676045644,-0.07366832939944308,0.15510374626566617,2.231902044134908,1.6854602633423148,1.2867072982763292,2.1851022367114816,1.450760329440559,1.301231746217872,1.1687385120940361,1.9151793543818003,2.3046237534045506,1.3632444412113391,-1.0209199486857836,0.6010579187401995,1.2213173393547179,2.358776647271757,-1.2200165871808357,2.2857782734856533,2.4067488890852764,2.695130503671923,1.0908724300813253,-0.9462170171699077,0.2802154216689422,0.6003340492262677,-0.6659861829486623,0.5566905441016645,-0.770052155269818,-1.2305488181099948,-0.1467855627881303,-1.12219841591781,1534.96,1526.62,1534.96,1521.41,1,0.01780828515483246,-0.006450961283209262
