交易日期,开盘点位,最高点位,最低点位,收盘价,涨跌,涨跌幅(%),开始日累计涨跌,开始日累计涨跌幅,成交量(万股),成交额(万元),持仓量,arima_pred_logret,arima_true_logret,arima_pred_price
2007-12-26,5231.97,5273.14,5194.75,5265.03,48.21,0.92,,424.41,414681.15,8369490.94,,-0.0024783740479270206,0.009200739596472829,5203.896801960252
2007-12-27,5286.98,5367.53,5260.1,5367.53,102.5,1.95,,434.62,523450.18,10921683.62,,-0.0016405333828392807,0.01928099637400038,5256.399623669202
2007-12-28,5379.52,5391.67,5323.82,5338.28,-29.26,-0.55,,431.71,453614.15,9505665.46,,-0.0012928111252297962,-0.005464336240081025,5360.59528110773
2008-01-02,5349.76,5404.93,5283.45,5385.1,46.83,0.88,,436.37,456687.1,9888643.35,,-0.0009047439112253024,0.008732376828742616,5333.452407870183
2008-01-03,5381.15,5422.67,5315.95,5422.03,36.93,0.69,,440.05,646458.78,13598335.49,,-0.0003265457236641619,0.006834403536748468,5383.341805704535
2008-01-04,5430.63,5499.09,5422.46,5483.65,61.62,1.14,,446.19,517464.2,11886623.06,,-0.0004347102678947591,0.011300653560823548,5419.6735001206225
2008-01-07,5480.44,5569.15,5455.5,5556.59,72.94,1.33,,453.45,534854.09,12318955.0,,-6.387192402890137e-05,0.013213673123219749,5483.299759909172
2008-01-08,5575.95,5630.62,5485.23,5528.05,-28.54,-0.51,,450.61,648995.01,14797575.37,,0.0013966921240789452,-0.00514947947187494,5564.356267769747
2008-01-09,5507.12,5614.68,5490.31,5613.76,85.7,1.55,,459.15,467968.72,10836810.32,,0.00030428345685745305,0.015385595471700597,5529.732350106353
2008-01-10,5631.65,5707.67,5602.59,5672.15,58.4,1.04,,464.96,642298.93,14431645.56,,0.0005612973101378069,0.010347507819627566,5616.911872873891
2008-01-11,5688.56,5702.57,5629.64,5699.15,26.99,0.48,,467.65,561670.79,12224153.48,,0.0002669689553453108,0.004748806335264533,5673.664490111988
2008-01-14,5717.53,5756.92,5679.29,5731.76,32.61,0.57,,470.9,498460.1,10935639.8,,0.00012563765146269626,0.005705597973395982,5699.866072803244
2008-01-15,5743.43,5754.11,5652.04,5696.45,-35.31,-0.62,,467.38,508866.08,11967314.19,,0.00044270025034402933,-0.006179465088866465,5734.298013335031
2008-01-16,5642.57,5642.57,5498.39,5505.72,-190.73,-3.35,,448.38,557744.69,12663497.7,,0.0009986644368760803,-0.03405562198501677,5702.1416835994
2008-01-17,5445.8,5533.65,5226.64,5365.62,-140.09,-2.54,,434.43,619369.33,13605242.46,,0.0013800510774507634,-0.025775618567710268,5513.323420165487
2008-01-18,5358.18,5419.57,5307.5,5414.47,48.84,0.91,,439.3,439130.05,9508087.29,,-0.0011309137738079462,0.009063066147760424,5359.555376366551
2008-01-21,5424.64,5434.35,5122.46,5145.73,-268.73,-4.96,,412.53,478336.17,10154005.02,,0.0005277781562260313,-0.05090775484633703,5417.328393225945
2008-01-22,5015.43,5032.25,4708.39,4753.87,-391.87,-7.62,,373.5,607726.92,12602934.17,,0.0013431021778038596,-0.07920822137604411,5152.645884499513
2008-01-23,4787.17,4976.27,4751.5,4975.11,221.24,4.65,,395.53,557763.85,11100612.75,,-0.023786269054052886,0.04548845774812804,4642.127407308038
2008-01-24,5034.53,5079.8,4926.37,5027.21,52.1,1.05,,400.72,566059.87,11416907.54,,-0.00035389121623936,0.01041767733716803,4973.3496637733115
2008-01-25,5022.9,5121.41,4966.52,5077.43,50.22,1.0,,405.73,471421.08,10068007.69,,0.0006314576431473368,0.009940069809156071,5030.3854726609325
2008-01-28,5038.51,5038.51,4711.28,4731.88,-345.55,-6.81,,371.31,414252.83,8146074.29,,0.00023692662627973016,-0.07048264152674832,5078.633120880129
2008-01-29,4742.9,4845.66,4688.73,4762.08,30.2,0.64,,374.32,290622.56,5804061.66,,-0.0035701171078296023,0.006361961049103471,4715.016754052433
2008-01-30,4817.16,4858.1,4606.14,4710.65,-51.43,-1.08,,369.19,340989.76,7221923.33,,-0.0019877023659565347,-0.010858644834664588,4752.623803482642
2008-01-31,4693.61,4733.7,4614.28,4620.4,-90.25,-1.92,,360.2,308525.8,6431166.68,,-0.0011726587359836907,-0.019344621320511735,4705.1292527342375
2008-02-01,4623.62,4660.99,4414.12,4571.95,-48.46,-1.05,,355.38,351255.28,6794146.93,,-0.0018586115136512854,-0.010541471692606663,4611.820446860243
2008-02-04,4695.55,4951.25,4695.55,4950.12,378.18,8.27,,393.05,409531.45,8566038.55,,-0.0017832184305152242,0.07947200897121753,4563.804479276419
2008-02-05,4942.88,4995.57,4878.12,4921.83,-28.3,-0.57,,390.23,327963.56,7062609.66,,0.0015108747297460806,-0.005731406143976159,4957.604663988254
2008-02-13,4858.81,4883.24,4785.8,4816.08,-105.74,-2.15,,379.69,214756.59,4327169.93,,0.00022047633049022887,-0.02172009340278791,4922.9152666511045
2008-02-14,4858.85,4913.32,4842.85,4880.25,64.17,1.33,,386.09,198377.89,4015282.1,,-0.00011215979895732912,0.0132361288968319,4815.539859727016
2008-02-15,4846.02,4846.02,4742.1,4813.31,-66.94,-1.37,,379.42,242626.01,4729876.49,,0.000670804311696975,-0.013811450921675572,4883.524790991319
2008-02-18,4875.22,4944.88,4845.31,4910.99,97.68,2.03,,389.15,305900.78,6184463.05,,0.00043548892168361847,0.02009055367047985,4815.406599671459
2008-02-19,4926.84,5020.75,4885.7,5020.75,109.76,2.24,,400.08,361769.65,7420776.89,,0.0011300829993649692,0.022103774124779818,4916.5429633728345
2008-02-20,5032.78,5062.26,4901.66,4908.72,-112.04,-2.23,,388.92,395577.22,8498085.59,,0.001077274205248228,-0.022566109578766813,5026.161638852112
2008-02-21,4878.57,4924.45,4796.1,4876.03,-32.69,-0.67,,385.67,334036.16,6793211.65,,-0.0005992825532770478,-0.006681851171700615,4905.77917102684
2008-02-22,4850.88,4850.88,4649.81,4702.24,-173.79,-3.56,,368.36,379186.27,7711034.96,,0.00048292699725885883,-0.0362923732591689,4878.385335208148
2008-02-25,4704.32,4722.64,4510.7,4519.78,-182.46,-3.88,,350.18,336520.01,6532365.81,,-0.0024870079701390883,-0.039575670831794696,4690.560021762235
2008-02-26,4637.6,4668.83,4394.59,4515.53,-4.25,-0.09,,349.76,332763.9,6762596.28,,-0.0018513914662973668,-0.0009407536240466641,4511.419859213083
2008-02-27,4543.1,4660.41,4500.89,4639.77,124.23,2.75,,362.13,295923.93,6031145.69,,-0.0022200800031592738,0.027142229574891985,4505.516281883937
2008-02-28,4651.16,4670.17,4582.82,4622.06,-17.71,-0.38,,360.37,253981.71,5033255.54,,-0.0010211933231726099,-0.003824302882797781,4635.034316290781
2008-02-29,4616.24,4683.16,4597.63,4674.55,52.49,1.14,,365.6,233508.58,4727505.09,,-0.002874576847108351,0.011292408261919462,4608.792611537816
2008-03-03,4648.74,4803.9,4611.7,4790.74,116.19,2.49,,377.17,392584.11,7968496.07,,-0.0018828232290431343,0.024551986585260366,4665.756929171318
2008-03-04,4813.4,4836.66,4657.38,4671.15,-119.6,-2.5,,365.26,451297.77,8855768.67,,-0.00047591463329331517,-0.0252795939661965,4788.46055918234
2008-03-05,4650.52,4689.97,4519.74,4628.72,-42.42,-0.91,,361.03,394179.93,7347959.8,,-0.004173586950824709,-0.009124922049002393,4651.695175754967
2008-03-06,4645.07,4746.58,4592.62,4685.03,56.31,1.22,,366.64,444022.68,8571062.3,,-0.0007823126471964897,0.012091947091789734,4625.100309852967
2008-03-07,4641.76,4693.21,4597.01,4621.69,-63.34,-1.35,,360.33,286909.45,6055244.48,,0.000215040727080759,-0.013611880014416045,4686.0375805891435
2008-03-10,4588.73,4588.77,4406.23,4431.59,-190.1,-4.11,,341.4,317803.55,6114737.57,,-0.0026678939680293313,-0.04200200293013445,4609.376254314569
2008-03-11,4393.28,4441.18,4315.18,4441.18,9.6,0.22,,342.35,262765.92,5234430.91,,-0.005422572649859022,0.0021616707599463325,4407.624417550799
2008-03-12,4534.81,4553.34,4308.35,4309.65,-131.54,-2.96,,329.25,271456.44,5570263.43,,-0.0010827205727021272,-0.03006341257872336,4436.374045269451
2008-03-13,4266.27,4296.36,4121.28,4198.96,-110.69,-2.57,,318.23,344513.07,6576946.63,,-0.006124083259166996,-0.02601981874266457,4283.337995270572
2008-03-14,4179.44,4212.41,4092.79,4157.87,-41.09,-0.98,,314.14,234278.85,4556424.88,,-0.004530004686780248,-0.009833951663251739,4179.981709846424
2008-03-17,4138.88,4138.88,3958.29,3965.28,-192.59,-4.63,,294.95,281809.61,5237608.91,,-0.004984859267979008,-0.04742645341562657,4137.195176550158
2008-03-18,3924.87,3996.96,3700.35,3763.95,-201.33,-5.08,,274.9,345237.51,5845947.82,,-0.009116571487089598,-0.0521075326059659,3929.2945227363566
2008-03-19,3837.6,3954.47,3776.3,3888.86,124.91,3.32,,287.34,378984.77,6882370.84,,-0.00993006764761654,0.032647117659971414,3726.758683628985
2008-03-20,3833.21,4044.69,3658.04,4001.83,112.97,2.9,,298.59,462129.44,8243259.54,,-0.0018704532524644445,0.028635700944500186,3881.592867698975
2008-03-21,3998.2,4083.16,3958.97,4037.83,36.0,0.9,,302.18,426151.63,7498540.87,,-0.005512406060847712,0.008955662456211044,3979.8309775322105
2008-03-24,4086.07,4103.57,3857.09,3857.09,-180.74,-4.48,,284.18,358424.38,6394357.02,,-0.0048220630447851085,-0.04579440580346983,4018.406198211583
2008-03-25,3780.46,3937.67,3747.02,3905.77,48.68,1.26,,289.03,322458.63,5829241.91,,-0.01216452116593782,0.012541933800793714,3810.4545709618333
2008-03-26,3926.86,4001.55,3888.02,3914.37,8.6,0.22,,289.88,280367.63,5202605.93,,-0.006076449593256169,0.002199450001389991,3882.108746483434
2008-03-27,3847.44,3873.61,3745.88,3748.92,-165.45,-4.23,,273.4,320006.68,5515141.1,,-0.008303455442592162,-0.04318659845124273,3882.0017731589805
2008-03-28,3712.98,3925.86,3661.38,3918.16,169.24,4.51,,290.26,420967.77,7272608.88,,-0.008970226943738075,0.04415435734799544,3715.4417151977314
2008-03-31,3802.21,3891.66,3780.12,3790.53,-127.63,-3.26,,277.55,294408.41,5116660.0,,-0.008222435375400822,-0.03311630484429884,3886.0752706825415
2008-04-01,3776.27,3815.16,3566.21,3582.86,-207.68,-5.48,,256.86,353034.62,5896208.05,,-0.00472386798302612,-0.056344486848797004,3772.6662628812055
2008-04-02,3621.39,3698.53,3493.18,3547.98,-34.88,-0.97,,253.39,427658.84,7010275.83,,0.0012445278443277375,-0.00978293670439001,3587.3217448392907
2008-04-03,3518.22,3665.65,3457.62,3650.7,102.72,2.9,,263.62,329894.93,5423390.12,,0.001955993381508146,0.02854050257586138,3554.9266169513526
2008-04-07,3611.96,3854.07,3578.38,3845.82,195.12,5.34,,283.05,404849.82,7052592.69,,-0.0018910399261614173,0.05206791417054468,3643.802903938928
2008-04-08,3852.01,3935.33,3820.1,3891.06,45.24,1.18,,287.56,440679.22,7648591.63,,-0.011713898939403382,0.01169476988471807,3801.0332788614087
2008-04-09,3857.28,3911.7,3687.6,3688.13,-202.93,-5.22,,267.35,389971.68,6455576.74,,-0.012489438704215554,-0.05356205955318849,3842.765060753847
2008-04-10,3641.66,3754.72,3608.32,3754.72,66.59,1.81,,273.98,288043.96,4715225.83,,-0.0031398596500639853,0.017894160661347414,3676.567950534019
2008-04-11,3794.3,3825.3,3755.02,3783.73,29.01,0.77,,276.87,263285.9,4441899.3,,0.002039041206474919,0.0076965803861934745,3762.3838395858115
2008-04-14,3699.14,3710.79,3525.19,3536.33,-247.4,-6.54,,252.23,334270.46,5463741.7,,-0.009699075281950045,-0.06762082936567104,3747.2087155294244
2008-04-15,3513.07,3583.86,3417.25,3583.3,46.97,1.33,,256.91,306568.86,4899712.66,,-0.011295475943908798,0.013194697324042437,3496.610218784204
2008-04-16,3573.66,3583.81,3483.19,3494.02,-89.28,-2.49,,248.01,265281.2,4208771.5,,0.006094308545890479,-0.025231227742777307,3605.2044141464435
2008-04-17,3493.24,3559.1,3340.88,3386.63,-107.39,-3.07,,237.32,295306.18,4682995.32,,-0.0225264434219587,-0.031217609141974023,3416.1920407762304
2008-04-18,3356.56,3390.55,3248.53,3272.5,-114.13,-3.37,,225.95,278881.62,4218411.89,,0.003569242998740711,-0.03428110785004357,3398.7393030839194
2008-04-21,3516.43,3516.43,3223.89,3267.55,-4.94,-0.15,,225.46,413623.07,6465768.65,,-0.021902479128926844,-0.0015137501839337375,3201.603377131612
2008-04-22,3207.88,3301.55,3122.39,3296.28,28.72,0.88,,228.32,325379.69,4770644.18,,0.007738732309379966,0.008754091277380027,3292.93479112227
2008-04-23,3267.36,3467.43,3245.3,3453.73,157.45,4.78,,244.0,442725.53,6771861.71,,-0.015115215148813185,0.04666024653626444,3246.8306786440685
2008-04-24,3739.32,3781.48,3659.73,3774.5,320.78,9.29,,275.95,965748.96,14939456.92,,0.008629010210529961,0.08881311716591256,3483.6612241311745
2008-04-25,3781.91,3915.84,3737.98,3803.07,28.57,0.76,,278.8,848144.91,14709832.68,,-0.0031183478580790736,0.007540711700350755,3762.7481287439837
2008-04-28,3740.95,3791.77,3711.19,3729.15,-73.92,-1.94,,271.43,488312.35,8507065.47,,-0.006094436181709585,-0.019628309648759057,3779.962916434019
2008-04-29,3704.93,3797.53,3702.02,3776.94,47.79,1.28,,276.19,445404.4,7889582.55,,-0.008542178283175328,0.012733832331498718,3697.430605095425
2008-04-30,3793.85,3970.58,3793.85,3959.12,182.18,4.82,,294.34,699097.77,12263722.07,,0.006916788650911855,0.0471076203685179,3803.1548525102507
2008-05-05,4015.21,4061.47,3972.56,4055.78,96.66,2.44,,303.97,625340.73,11100438.72,,0.0037858295552064165,0.024121245837491756,3974.1369614008736
2008-05-06,4021.07,4075.58,3961.34,4010.89,-44.89,-1.11,,299.5,584592.8,10619840.56,,0.0022888832120716495,-0.01112986235718516,4065.0738389523085
2008-05-07,3986.13,4042.41,3821.11,3821.32,-189.57,-4.73,,280.61,544577.06,9846531.86,,-0.006303322828893459,-0.0484172491613144,3985.6875784432978
2008-05-08,3774.04,3926.0,3761.28,3925.04,103.72,2.71,,290.94,440556.68,7783910.33,,-0.016771309816982452,0.02678062959710381,3757.7658908818116
2008-05-09,3960.89,3973.06,3806.52,3878.92,-46.12,-1.17,,286.35,536559.29,9637785.95,,0.011908681579743499,-0.01181977789222266,3972.061477749479
2008-05-12,3804.99,3952.79,3766.58,3904.92,26.0,0.67,,288.94,453826.6,8169148.54,,-0.01719019878218485,0.006680532153076513,3812.8104403319103
2008-05-13,3786.53,3923.17,3778.72,3851.69,-53.23,-1.36,,283.64,503380.12,7984732.15,,0.011093616173569524,-0.01372528350265867,3948.480860656742
2008-05-14,3843.47,3975.8,3843.47,3975.78,124.1,3.22,,296.0,506069.01,8523087.49,,-0.019855641951800153,0.03170894224806453,3775.966479797734
2008-05-15,4006.66,4038.85,3948.06,3948.09,-27.69,-0.7,,293.24,507729.75,8179587.72,,0.00891204096982871,-0.006989037607519677,4011.3706714441673
2008-05-16,3948.03,3982.22,3882.9,3936.12,-11.97,-0.3,,292.05,397217.52,6627936.39,,-0.014160800104559073,-0.003036451133844764,3892.575876593573
2008-05-19,3926.31,3936.28,3865.5,3914.07,-22.05,-0.56,,289.85,297095.81,4975565.15,,0.0021016971319904472,-0.005617713199065122,3944.4012313870244
2008-05-20,3911.1,3946.44,3698.55,3710.82,-203.25,-5.19,,269.61,397026.29,6457203.25,,-0.007833882704586466,-0.05332487687523546,3883.5274243987824
2008-05-21,3668.18,3801.07,3591.57,3783.05,72.23,1.95,,276.8,435961.62,6917911.23,,0.004669898783870935,0.019277686131234262,3728.189679561474
2008-05-22,3732.64,3783.85,3704.16,3711.44,-71.61,-1.89,,269.67,407427.17,6628121.2,,-0.009564499168091812,-0.019110621112913506,3747.039507105322
2008-05-23,3697.89,3741.06,3629.01,3675.15,-36.3,-0.98,,266.05,334404.31,5253076.29,,6.848361240831833e-05,-0.009825993315795145,3711.694181521972
2008-05-26,3643.01,3643.01,3555.76,3559.22,-115.93,-3.15,,254.51,281801.9,4552437.44,,-0.008510078481358577,-0.03205252842418105,3644.006888184267
2008-05-27,3549.99,3594.66,3533.47,3576.2,16.98,0.48,,256.2,247626.93,3985628.02,,-0.003835067077958225,0.004759364424780088,3545.59629316739
2008-05-28,3583.28,3698.0,3561.73,3676.23,100.03,2.8,,266.16,310349.14,4999477.26,,-0.0014127585246130874,0.027586986385884416,3571.15126012915
2008-05-29,3666.2,3677.02,3578.73,3580.87,-95.36,-2.59,,256.66,294227.4,4658902.22,,0.0012726517603196099,-0.026281982896254164,3680.9115389333538
2008-05-30,3585.61,3620.23,3552.66,3611.33,30.46,0.85,,259.7,285908.47,4688668.27,,-0.008703186033067089,0.008470337898453195,3549.840246949745
2008-06-02,3600.23,3650.48,3580.58,3625.83,14.5,0.4,,261.14,282533.58,4196689.68,,0.0057944208537021435,0.004007102068227297,3632.3163088960964
2008-06-03,3624.57,3641.43,3585.12,3614.11,-11.72,-0.32,,259.98,347351.41,4879640.76,,-0.005946464122472052,-0.0032375987197301725,3604.3331105765783
2008-06-04,3601.54,3605.06,3513.64,3546.92,-67.19,-1.86,,253.28,294176.53,4296371.44,,0.0029119127145565875,-0.01876600762962788,3624.6493101893707
2008-06-05,3529.98,3542.24,3487.79,3512.14,-34.78,-0.98,,249.82,239892.79,3656591.35,,-0.00859915993326802,-0.009854082961828325,3516.5502320376218
2008-06-06,3519.12,3532.3,3470.56,3489.5,-22.64,-0.64,,247.56,209442.29,3029859.53,,0.0017655246799643367,-0.006467078829020423,3518.3462468783946
2008-06-10,3344.45,3352.32,3188.8,3206.56,-282.94,-8.11,,219.38,329499.61,4581826.73,,-0.005890988915596515,-0.08455974805208832,3469.003824823891
2008-06-11,3155.94,3181.82,3097.4,3140.3,-66.26,-2.07,,212.78,294097.35,4059653.26,,-0.008873901839920761,-0.020880374665333434,3178.2311807951214
2008-06-12,3123.64,3148.74,3022.88,3084.63,-55.67,-1.77,,207.24,314541.09,4281738.67,,-0.0012562900691439425,-0.017886621763272714,3136.3573493708286
2008-06-13,3087.34,3108.99,2975.66,2979.12,-105.52,-3.42,,196.73,253198.37,3319399.46,,-0.008778895920008734,-0.034803760100709624,3057.6688719023973
2008-06-16,2981.09,3012.99,2900.08,2952.24,-26.87,-0.9,,194.05,268137.94,3373183.53,,-0.00448085695546597,-0.00906375064716336,2965.8008523098506
2008-06-17,2950.4,2977.89,2820.64,2842.68,-109.57,-3.71,,183.14,264637.78,3203125.59,,-0.004308096770124108,-0.037816935070603463,2939.548821432763
2008-06-18,2820.24,3007.18,2759.11,2991.27,148.6,5.23,,197.94,425600.95,5282665.64,,-0.009582770990103549,0.050950777210184484,2815.569353582632
2008-06-19,2967.4,2967.4,2768.23,2773.08,-218.2,-7.29,,176.21,363190.39,4526491.17,,-0.00016601273952629968,-0.07573943054723564,2990.7734522904
2008-06-20,2795.47,2946.94,2691.87,2849.67,76.59,2.76,,183.83,516759.05,6525956.79,,-0.010006868257811859,0.027244582263909578,2745.468536322665
2008-06-23,2798.43,2845.48,2771.36,2789.94,-59.73,-2.1,,177.89,266314.93,3238237.96,,-0.012719925679327407,-0.02118310787707056,2813.6519683634965
2008-06-24,2775.69,2865.9,2770.99,2851.92,61.97,2.22,,184.06,317924.56,3888576.19,,0.0003522490954883384,0.021972361442057498,2790.922926948868
2008-06-25,2844.92,2973.17,2834.95,2969.54,117.62,4.12,,195.77,424252.61,5161934.29,,-0.014540557156635055,0.04041460699650301,2810.75152585365
2008-06-26,2964.52,3010.28,2922.79,2980.91,11.37,0.38,,196.91,425993.12,5250856.25,,-0.0058669459179825235,0.0038215643649204267,2952.1688769660705
2008-06-27,2886.18,2899.84,2787.25,2816.02,-164.89,-5.53,,180.48,408865.56,4932484.1,,-0.003591584736528109,-0.05690408248586465,2970.2230122421383
2008-06-30,2782.84,2834.27,2747.61,2791.82,-24.2,-0.86,,178.07,252954.06,3150244.61,,-0.00153310414666893,-0.008630827635490945,2811.706055768753
2008-07-01,2799.2,2809.38,2690.18,2698.35,-93.47,-3.35,,168.76,288515.85,3524255.18,,-0.006948788234708172,-0.03405323781314351,2772.487480612433
2008-07-02,2702.63,2745.94,2670.06,2699.6,1.25,0.05,,168.89,279163.65,3512624.81,,-0.0009300577091641664,0.00046313879244674894,2695.8415454650353
2008-07-03,2654.48,2807.68,2617.26,2760.61,61.01,2.26,,174.96,456603.05,5880814.43,,-0.006662066585390277,0.02234805591459299,2681.6748605800335
2008-07-04,2751.21,2783.85,2716.02,2741.85,-18.76,-0.68,,173.1,379050.1,4736358.99,,-0.003630944109739147,-0.006818794753121971,2750.6045549794867
2008-07-07,2747.61,2890.99,2747.61,2882.76,140.91,5.14,,187.13,527320.24,6328478.21,,-0.003238544145679094,0.0501152935243816,2732.9847607169017
2008-07-08,2900.57,2939.14,2841.07,2901.84,19.08,0.66,,189.03,542480.78,6788714.75,,-0.01280579857780456,0.006596849978996566,2846.079320057403
2008-07-09,2927.0,3015.27,2927.0,3015.13,113.29,3.9,,200.31,693569.68,8584625.74,,-0.0031023268397707875,0.038297928442251106,2892.8514937345026
2008-07-10,2970.98,3056.91,2950.2,2973.73,-41.4,-1.37,,196.19,616495.54,7764354.27,,-0.013051411541748645,-0.013825889896723176,2976.033981595315
2008-07-11,2962.86,2988.2,2913.87,2953.5,-20.23,-0.68,,194.18,442871.01,5508535.76,,0.00113627768815488,-0.006826149332338716,2977.1109035084432
2008-07-14,2927.24,2996.59,2917.02,2975.87,22.38,0.76,,196.41,345750.43,4392055.88,,-0.007430409349843258,0.00754552545587206,2931.635617238368
2008-07-15,2987.06,2997.67,2849.2,2852.98,-122.89,-4.13,,184.16,472927.59,5711825.73,,-0.008028099363932027,-0.04217237117897277,2952.0750618091947
2008-07-16,2818.76,2824.88,2702.66,2745.6,-107.38,-3.76,,173.47,394031.15,4536133.35,,0.0017918624675885581,-0.038364431730546045,2858.096730652533
2008-07-17,2790.26,2812.99,2705.81,2718.07,-27.53,-1.0,,170.73,326873.35,3805436.49,,-0.004302352010493248,-0.010077560683136255,2733.8128367646336
2008-07-18,2746.54,2818.06,2690.07,2815.46,97.39,3.58,,180.43,402034.02,4721329.89,,-0.007490388626778222,0.03520358891522868,2697.7866592721025
2008-07-21,2792.83,2915.29,2780.28,2911.05,95.59,3.4,,189.95,451195.77,5493805.55,,-0.013888443167914658,0.03338818230047824,2776.627926508855
2008-07-22,2905.28,2931.45,2890.25,2904.74,-6.31,-0.22,,189.32,388149.76,4778161.32,,-0.0088874234038807,-0.002169955406229107,2885.292892796802
2008-07-23,2923.05,2941.97,2879.19,2883.32,-21.42,-0.74,,187.19,388212.33,4694954.51,,-0.005079889016783091,-0.007401477450318161,2890.0216585986914
2008-07-24,2905.04,2979.75,2902.98,2977.36,94.04,3.26,,196.55,485386.65,6025565.7,,-0.006002404619504671,0.03209459384284319,2866.0649843119436
2008-07-25,2939.32,2967.72,2916.68,2939.2,-38.16,-1.28,,192.75,405710.81,4770618.77,,-0.010712382282121735,-0.012899566351649128,2945.635606779926
2008-07-28,2959.11,2997.6,2946.49,2960.85,21.65,0.74,,194.91,393086.4,4708942.37,,-0.0025559203912331684,0.007338953796245384,2931.6972311105474
2008-07-29,2921.25,2921.25,2881.05,2905.63,-55.22,-1.87,,189.41,360362.75,4219202.37,,-0.009424815309856447,-0.018826155013565327,2933.0756253583763
2008-07-30,2940.02,2949.94,2866.03,2884.38,-21.25,-0.73,,187.29,298108.0,3422391.19,,-0.0020031462606291493,-0.007340262076036552,2899.815423798311
2008-07-31,2894.25,2899.07,2804.7,2805.21,-79.17,-2.74,,179.41,279409.66,3117920.84,,-0.006451208799369301,-0.027831569702889247,2865.8321547017945
2008-08-01,2786.12,2868.68,2748.76,2840.79,35.58,1.27,,182.95,340314.91,3974840.87,,-0.0024877565101649604,0.012603780022893751,2798.2399939937704
2008-08-04,2816.94,2832.9,2767.53,2773.15,-67.64,-2.38,,176.21,227823.24,2744027.3,,-0.009561227327062341,-0.02409832429467773,2813.7579965186446
2008-08-05,2780.76,2792.74,2695.37,2703.08,-70.07,-2.53,,169.23,304692.35,3477081.97,,-0.0006782506788879615,-0.025591994610000057,2771.269746843412
2008-08-06,2723.52,2749.1,2679.66,2721.69,18.61,0.69,,171.09,274040.22,3174459.92,,-0.005051311056048052,0.006861147295074588,2689.460329665942
2008-08-07,2717.66,2747.88,2683.41,2720.44,-1.25,-0.05,,170.96,233704.39,2666100.88,,-0.007462385069212136,-0.00045937896447956206,2701.4552946635386
2008-08-08,2719.38,2719.38,2581.81,2591.46,-128.98,-4.74,,158.12,308945.81,3361769.47,,-0.005799374893373344,-0.04857220847899768,2704.708808194715
2008-08-11,2579.81,2580.72,2442.79,2456.81,-134.65,-5.2,,144.7,321202.06,3245453.25,,-0.0012702211729509662,-0.05335766298070421,2588.170362365141
2008-08-12,2431.38,2474.32,2413.6,2444.16,-12.66,-0.52,,143.44,241919.44,2445962.98,,-0.00575181251640161,-0.0051622548566276905,2442.7194514352327
2008-08-13,2427.5,2466.09,2369.58,2444.67,0.52,0.02,,143.5,275517.11,2748061.59,,-0.009313451785657022,0.00020863887754352106,2421.502109050308
2008-08-14,2429.98,2461.24,2410.49,2443.51,-1.16,-0.05,,143.38,201572.36,2115617.75,,-0.007746218970691577,-0.00047461428252404403,2425.806206730577
2008-08-15,2440.39,2479.15,2412.95,2447.62,4.1,0.17,,143.79,204222.61,2129693.6,,-0.008147114941242845,0.0016805936326997895,2423.6833179656523
2008-08-18,2451.31,2452.63,2312.95,2313.4,-134.21,-5.48,,130.42,236231.06,2266287.09,,-0.007687582512895715,-0.05639781996351445,2428.875860163717
2008-08-19,2285.52,2356.19,2273.89,2348.47,35.07,1.52,,133.91,194771.06,1840757.81,,-0.0028915145832633694,0.015045748413023752,2306.720431851343
2008-08-20,2332.39,2533.3,2312.18,2532.94,184.47,7.85,,152.29,450434.15,4456442.27,,-0.013233134326546922,0.07561663111952122,2317.5971041435464
2008-08-21,2494.26,2535.86,2438.86,2443.98,-88.96,-3.51,,143.43,375180.4,3965132.73,,-0.007176898586004896,-0.03575282544189928,2514.826423894184
2008-08-22,2421.25,2437.43,2362.63,2404.93,-39.05,-1.6,,139.54,262982.41,2618384.91,,0.0014452719259915054,-0.016107060864780642,2447.514769417898
2008-08-25,2408.03,2439.91,2373.77,2400.55,-4.38,-0.18,,139.1,186431.9,1896520.21,,0.0015509749773637924,-0.0018229193391325893,2408.662880305991
2008-08-26,2370.53,2390.66,2306.94,2331.53,-69.02,-2.88,,132.23,237419.37,2226289.61,,-0.00011041976613876837,-0.02917317332959879,2400.28494646424
2008-08-27,2322.54,2367.72,2291.35,2325.29,-6.24,-0.27,,131.61,238625.84,2357997.07,,0.0018013550467734685,-0.002679941992469459,2335.733698372135
2008-08-28,2325.26,2363.56,2316.68,2335.87,10.57,0.45,,132.66,204002.91,2171109.19,,-0.00426344506436299,0.004539650288664099,2315.3973571807346
2008-08-29,2347.4,2418.05,2339.52,2391.64,55.78,2.39,,138.21,288778.45,2900089.96,,-0.0037237850300967327,0.02359491035713912,2327.18789743611
2008-09-01,2372.64,2372.64,2297.02,2309.17,-82.47,-3.45,,130.0,211528.03,2138488.21,,0.00020014236761188966,-0.035091170481592826,2392.1187163961936
2008-09-02,2292.69,2309.21,2268.0,2285.41,-23.76,-1.03,,127.63,184404.98,1864502.96,,-0.010970172538191741,-0.010342713285490746,2283.976448144005
2008-09-03,2279.6,2296.03,2219.56,2245.96,-39.45,-1.73,,123.7,237494.74,2406662.51,,0.0009922825926565399,-0.01741239260388916,2287.678898067944
